rxns,rxnNames,median,mean,std,normalized_flux,Flux variability
r_0818,ornithine transacetylase,0.00825556875,0.0119304910225437,0.00474754791140113,0.0168722026364194,57.5072179176163
r_0819,ornithine transaminase,0,0.00353320209354702,0.00420299222564828,0,#DIV/0!
r_0820,orotate phosphoribosyltransferase,-0.000535043437500003,-0.000631846524624434,0.00114860593531437,-0.00109348750766402,-214.675268363489
r_0821,orotidine-5'-phosphate decarboxylase,0.000535043437500003,0.000631846524624433,0.00114860593531437,0.00109348750766402,214.675268363489
r_0831,oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase),0.934304218865063,0.940462834027166,0.0496057879243405,1.90947111969152,5.30938284583566
r_0832,oxoglutarate dehydrogenase (lipoamide),0.934304218865063,0.940462834027166,0.0496057879243405,1.90947111969152,5.30938284583566
r_0842,pantothenate kinase,0,4.00448656307671E-06,0.000200194289276791,0,#DIV/0!
r_0843,pantothenate synthase,0,4.72198797421973E-05,0.00085418702166693,0,#DIV/0!
r_0844,peroxisomal acyl-CoA thioesterase,0,1.28515070870216E-05,0.000335275498810664,0,#DIV/0!
r_0851,phenylalanine transaminase,-0.00722140350345359,-0.337348570832792,9.21415822021836,-0.0147586419445199,-127595.11659765
r_0852,phenylalanyl-tRNA synthetase,0.0069122625,0.00692495000099928,6.11893465960107E-05,0.0141268393623544,0.885228918838234
r_0853,phenylalanyl-tRNA synthetase,0,0,0,0,#DIV/0!
r_0855,phopshoribosylaminoimidazole synthetase,0.000598744574998889,0.000673163089330166,0.00109159341681894,0.00122367581238277,182.313704774856
r_0882,phosphoacetylglucosamine mutase,0,1.77635683940025E-19,1.25601115539714E-17,0,#DIV/0!
r_0883,phosphoadenylyl-sulfate reductase (thioredoxin),0.008986960125,0.0103805044008611,0.0144235386524792,0.0183669734825261,160.494076438101
r_0884,phosphoenolpyruvate carboxykinase,0,0.00170846755223863,0.0402352721587124,0,#DIV/0!
r_0885,phosphoethanolamine cytidyltransferase,0,0,0,0,#DIV/0!
r_0886,phosphofructokinase,0.276108159531142,0.200244707017065,0.102511307799608,0.564292171533092,37.1272286822968
r_0887,phosphofructokinase (s7p),0,0.093531537814882,0.099097215750487,0,#DIV/0!
r_0888,phosphoglucomutase,0.054614703,0.0571067933646045,0.0288768632279271,0.111618031882281,52.8737897337409
r_0889,phosphogluconate dehydrogenase,0,0,0,0,#DIV/0!
r_0890,phosphoglucosamine mutase,0,-1.77635683940025E-19,1.25601115539716E-17,0,#DIV/0!
r_0891,phosphoglycerate dehydrogenase,0.0279186068654824,0.0214805726116275,0.0366879414418027,0.0570582605057887,131.410358756699
r_0892,phosphoglycerate kinase,0.753896426529615,0.749554378817063,0.0125409598185939,1.54076522895895,1.66348577566858
r_0893,phosphoglycerate mutase,0.725971033811992,0.728073806205489,0.0395282492368068,1.4836930999632,5.44487967092136
r_0902,phosphomannomutase,-0.00273841425,-0.00274344062646288,2.42412348585853E-05,-0.00559659564684243,-0.885228918838167
r_0903,phosphomethylpyrimidine kinase,0,0,0,0,#DIV/0!
r_0904,phosphomevalonate kinase,0.003778471125,0.00410352142402477,0.00253422503777758,0.00772219727161251,67.0701178847193
r_0905,phosphopantothenate-cysteine ligase,0,4.00448656307672E-06,0.000200194289276791,0,#DIV/0!
r_0906,phosphopantothenoylcysteine decarboxylase,0,0,0,0,#DIV/0!
r_0907,phosphopentomutase,0,0,0,0,#DIV/0!
r_0908,phosphoribosyl amino imidazolesuccinocarbozamide synthetase,0.000598744574998889,0.000673163089330166,0.00109159341681894,0.00122367581238277,182.313704774856
r_0909,phosphoribosyl-AMP cyclohydrolase,0.00596685375,0.00614720616202301,0.00208084459463085,0.0121946735131821,34.8733969662127
r_0910,phosphoribosyl-ATP pyrophosphatase,0.00596685375,0.00614720616202301,0.00208084459463085,0.0121946735131821,34.8733969662127
r_0911,phosphoribosylaminoimidazole-carboxylase,0.000598744574998889,0.000673163089330166,0.00109159341681894,0.00122367581238277,182.313704774856
r_0912,phosphoribosylaminoimidazolecarboxamide formyltransferase,0.00656559832499892,0.00682036925135164,0.00234419039565713,0.0134183493255649,35.7041396628161
r_0913,phosphoribosylanthranilate isomerase,0.00438169875,0.00448674304066893,0.00113215337943144,0.00895503525444513,25.8382295093071
r_0914,phosphoribosylglycinamidine synthetase,0.000598744574998889,0.000673163089330166,0.00109159341681894,0.00122367581238277,182.313704774856
r_0915,phosphoribosylpyrophosphate amidotransferase,0.000598744574998889,0.000673163089330166,0.00109159341681894,0.00122367581238277,182.313704774856
r_0916,phosphoribosylpyrophosphate synthetase,0.011482340512499,0.0119389588166463,0.00282466971828518,0.0234668720876742,24.6001215101609
r_0917,phosphoserine phosphatase (L-serine),0.0279186068654824,0.0214805726116275,0.0366879414418027,0.0570582605057887,131.410358756699
r_0918,phosphoserine transaminase,0.0279186068654824,0.0214805726116275,0.0366879414418027,0.0570582605057887,131.410358756699
r_0921,Phytosphingosine phosphate lyase,0,0,0,0,#DIV/0!
r_0922,phytosphingosine synthesis,0,0,0,0,#DIV/0!
r_0935,porphobilinogen synthase,0.0000002145,2.14893709966616E-07,1.89881739943599E-09,4.38381361128142E-07,0.885229556846615
r_0937,poylamine oxidase,0,0,0,0,#DIV/0!
r_0938,prephenate dehydratase,0.0069122625,0.00693123157643855,0.000319689224184424,0.0141268393623544,4.62495780772828
r_0939,prephenate dehydrogenase (NADP),0.006033885,0.00606773459752327,0.000613275029104919,0.0123316676885346,10.1638501414084
r_0941,prolyl-tRNA synthetase,0.00807538875,0.00809021117649753,7.14856765236096E-05,0.0165039622930717,0.885228918838237
r_0942,protoporphyrinogen oxidase,0.0000000268125,2.68617137458271E-08,2.37352174929499E-10,5.47976701410178E-08,0.885229556846616
r_0943,purine-nucleoside phosphorylase,0,0,0,0,#DIV/0!
r_0953,pyridoxal oxidase,0,0,0,0,#DIV/0!
r_0954,pyridoxamine 5'-phosphate oxidase,0,0,0,0,#DIV/0!
r_0955,pyridoxine 5'-phosphate oxidase,0,0,0,0,#DIV/0!
r_0956,pyridoxine oxidase,0,0.000652817421707639,0.0122724191127567,0,#DIV/0!
r_0957,pyrroline-5-carboxylate reductase,0.00807538875,0.00815319520356322,0.00134271765419064,0.0165039622930717,16.6272819273331
r_0958,pyruvate carboxylase,0.551344202961338,0.467756775061927,0.223976237995952,1.1268019680387,40.6236678998252
r_0959,pyruvate decarboxylase,0,0.0149059410181312,0.0886868415748563,0,#DIV/0!
r_0960,pyruvate decarboxylase (acetoin-forming),0,0,0,0,#DIV/0!
r_0961,pyruvate dehydrogenase,0.55768371129759,0.540714355971037,0.0932516707071093,1.13975824912649,16.7212469753036
r_0962,pyruvate kinase,0.691315341311992,0.694523530641967,0.0568629432460934,1.41286601535253,8.22532639564714
r_0963,quinone oxidoreductase,0,0,0,0,#DIV/0!
r_0964,reduced glutathione via ABC system,0,0.00227809007874587,0.0464479360718718,0,#DIV/0!
r_0967,riboflavin synthase,0.0001061775,0.000106372389464523,9.3991393529944E-07,0.00021699877375843,0.88522891883821
r_0968,riboflavin synthase,0.00005308875,5.31861947322615E-05,4.6995696764972E-07,0.000108499386879215,0.88522891883821
r_0974,ribonucleotide reductase,0.000065669175,6.57897111809347E-05,5.81322527862385E-07,0.000134210453709381,0.885228918838077
r_0975,ribonucleotide reductase,0,0,0,0,#DIV/0!
r_0976,ribonucleotide reductase,0.00012481755,0.000220867664945288,0.0011486595221971,0.000255094114040466,920.270845083163
r_0977,ribonucleotide reductase,0,0,0,0,#DIV/0!
r_0978,ribonucleotide reductase,0.0000688705875,6.89969998935941E-05,6.09662357123708E-07,0.000140753295524218,0.885228918838115
r_0979,ribonucleotide reductase,0,0,0,0,#DIV/0!
r_0982,ribose-5-phosphate isomerase,0.201062116591666,0.200899571600498,0.00316553749020683,0.410917875723822,1.57440772228399
r_0984,ribulose 5-phosphate 3-epimerase,-0.201168294091666,-0.201005943990016,0.00316558387155614,-0.41113487449758,-1.57359979903875
r_0985,"S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase",0,0,0,0,#DIV/0!
r_0986,S-adenosyl-methionine delta-24-sterol-c-methyltransferase,0.000629718375,0.000643712497453374,0.000197716407076218,0.00128697808093194,31.3975921500175
r_0987,S-formylglutathione hydralase,0,-2.8421709430404E-18,2.84217094304069E-16,0,#DIV/0!
r_0988,"saccharopine dehydrogenase (NAD, L-lysine forming)",0.00750696375,0.00755981902397188,0.000922070397825606,0.0153422516860822,12.2828673286934
r_0989,"saccharopine dehydrogenase (NADP, L-glutamate forming)",0.00750696375,0.00755981902397188,0.000922070397825606,0.0153422516860822,12.2828673286934
r_0990,"sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",0,0.092769842513102,0.094304422581659,0,#DIV/0!
r_0992,serine O-acetyltransferase,0,0.000108044474223953,0.001580644021469,0,#DIV/0!
r_0993,serine palmitotransferase,0,0,0,0,#DIV/0!
r_0995,seryl-tRNA synthetase,0.008449155,0.0084646634767827,7.47943634574702E-05,0.0172678418148375,0.885228918838277
r_0996,shikimate dehydrogenase,0.01732784625,0.0176293715578731,0.0021777393701994,0.0354135423053342,12.567859494941
r_0997,shikimate kinase,0.01732784625,0.0176293715578731,0.0021777393701994,0.0354135423053342,12.567859494941
r_0998,sirohydrochlorin dehydrogenase,0,0,0,0,#DIV/0!
r_0999,sirohydrochlorin ferrochetalase,0,0,0,0,#DIV/0!
r_1001,spermidine synthase,0,0,0,0,#DIV/0!
r_1002,spermine synthase,0,0,0,0,#DIV/0!
r_1003,sphinganine phosphate lyase,0,0,0,0,#DIV/0!
r_1004,sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate),0,0,0,0,#DIV/0!
r_1005,sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase),0,0,0,0,#DIV/0!
r_1010,squalene epoxidase (NAD),0,0,0,0,#DIV/0!
r_1011,squalene epoxidase (NADP),0.000629718375,0.000683893375623001,0.000422370842675357,0.00128697808093194,67.0729741172563
r_1012,squalene synthase,0.000629718375,0.000683893375623001,0.000422370842675357,0.00128697808093194,67.0729741172563
r_1021,succinate dehydrogenase (ubiquinone-6),0.942076973039499,0.965474114633095,0.0728986342000089,1.92535657682301,7.73807621736153
r_1022,succinate-CoA ligase (ADP-forming),0.931694780492355,0.93757722121312,0.109060109344847,1.9041381166817,11.7055619102228
r_1023,succinate-semialdehyde dehydrogenase (NADP),0,0,0,0,#DIV/0!
r_1024,sucrose hydrolyzing enxyme,0,0,0,0,#DIV/0!
r_1025,sulfate adenylyltransferase,0,0.000129763332407488,0.00424254257992644,0,#DIV/0!
r_1026,sulfate adenylyltransferase (ADP),0.008986960125,0.0102507410684537,0.0138816391834386,0.0183669734825261,154.464234739648
r_1027,sulfite reductase (NADPH2),0.008986960125,0.0090988696803986,0.00153927765826558,0.0183669734825261,17.1279012798066
r_1028,taurcholate via ABC system,0,0,0,0,#DIV/0!
r_1029,taurine dioxygenase,0,0,0,0,#DIV/0!
r_1030,tetrahydrofolate aminomethyltransferase,0,0,0,0,#DIV/0!
r_1031,tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),0,-2.08166817117217E-21,6.28183345413137E-18,0,#DIV/0!
r_1032,thiamin diphosphatase,0,0,0,0,#DIV/0!
r_1033,thiamin phosphatase,0,0,0,0,#DIV/0!
r_1034,thiamine diphosphokinase,0,0,0,0,#DIV/0!
r_1035,thiamine-diphosphate kinase,0,0,0,0,#DIV/0!
r_1038,thioredoxin reductase (NADPH),0.0092463174375,0.0108153696124875,0.0148089767804817,0.0188970313458001,160.16080867418
r_1039,thioredoxin reductase (NADPH),0,0,0,0,#DIV/0!
r_1041,threonine synthase,0.012706497375,0.0130990948841108,0.00324015253214956,0.0259687254751686,25.4999661710437
r_1042,threonyl-tRNA synthetase,0.008174595,0.00818959952018835,7.23638789379103E-05,0.0167067136725935,0.885228918838307
r_1043,threonyl-tRNA synthetase,0,0,0,0,#DIV/0!
r_1045,thymidylate synthase,0.0000638834625,0.000159821732547039,0.00114866846096556,0.000130560928877989,1798.06857050925
r_1047,trans-pentaprenyltranstransferase,0,0,0,0,#DIV/0!
r_1048,transaldolase,0.180946941914836,0.0961907702707807,0.0947500596709099,0.369807770110027,52.3634490134156
r_1049,transketolase 1,0.189579776079167,0.188960612783891,0.00246709076131407,0.387451003636148,1.30134701724926
r_1050,transketolase 2,0.172251929829167,0.171331241225984,0.00285080593581967,0.352037461330813,1.6550211882369
r_1051,trehalose-phosphatase,0.011044605,0.0133202545454327,0.0280732658418362,0.022572256284488,254.180804490846
r_1054,triose-phosphate isomerase,0.283889197645007,0.282099834787969,0.00520044560515486,0.580194558849391,1.83185751634616
r_1055,tryptophan synthase (indoleglycerol phosphate),0.00438169875,0.00448674304066893,0.00113215337943144,0.00895503525444513,25.8382295093071
r_1056,tryptophan transaminase,0,3.64021118721329E-05,0.000521750158169219,0,#DIV/0!
r_1057,tryptophanyl-tRNA synthetase,0.00438169875,0.00438974138542795,3.87880644713768E-05,0.00895503525444513,0.885228918838311
r_1063,tyrosine transaminase,0.006033885,0.159996219712801,6.28324899905948,0.0123316676885346,104132.727074836
r_1065,tyrosine transaminase,0,0,0,0,#DIV/0!
r_1066,tyrosyl-tRNA synthetase,0.006033885,0.00604496023361136,5.34136949494456E-05,0.0123316676885346,0.885228918838288
r_1067,tyrosyl-tRNA synthetase,0,0,0,0,#DIV/0!
r_1068,UDP-glucose:ergosterol glucosyltransferase,0,0,0,0,#DIV/0!
r_1069,UDP-N-acetylglucosamine diphosphorylase,0,-1.77635683940025E-19,3.07684286477083E-17,0,#DIV/0!
r_1070,UDPglucose 4-epimerase,0,0,0,0,#DIV/0!
r_1071,UDPglucose--hexose-1-phosphate uridylyltransferase,0,0,0,0,#DIV/0!
r_1072,UMP kinase,0.000329659687500003,0.00148761938728563,0.0292364212792583,0.00067373735438382,8868.66741304486
r_1073,UMP kinase,0,0,0,0,#DIV/0!
r_1074,uracil phosphoribosyltransferase,0,0,0,0,#DIV/0!
r_1075,urea carboxylase,0,0.000438917236314677,0.00787378366837862,0,#DIV/0!
r_1076,ureidoglycolate hydrolase,0,0,0,0,#DIV/0!
r_1077,uridine kinase (ATP:uridine),0,0.00331074776153967,0.125062118062164,0,#DIV/0!
r_1078,uridine kinase (GTP:uridine),0,0.00179826082292161,0.0902799814612327,0,#DIV/0!
r_1079,uridylate kinase (dUMP),0,0.00051313953686992,0.0170978074115484,0,#DIV/0!
r_1080,uridylate kinase (dUMP),0,0.000285106200747467,0.0127477863360351,0,#DIV/0!
r_1081,uroporphyrinogen decarboxylase (uroporphyrinogen III),0.000000053625,5.37234274916541E-08,4.74704349858999E-10,1.09595340282036E-07,0.885229556846618
r_1082,uroporphyrinogen methyltransferase,0,0,0,0,#DIV/0!
r_1083,uroporphyrinogen-III synthase,0.000000053625,5.37234274916541E-08,4.74704349858999E-10,1.09595340282036E-07,0.885229556846618
r_1084,UTP-glucose-1-phosphate uridylyltransferase,0.054614703,0.0583944911176048,0.0353809376380992,0.111618031882281,64.7828069999744
r_1085,"V-ATPase, Golgi",0,0.000775899509019045,0.0262326328423131,0,#DIV/0!
r_1086,"V-ATPase, vacuole",0,0.0103222131023706,0.0981944910797546,0,#DIV/0!
r_1087,valine transaminase,0.00848615625,0.00863296085927507,0.00430037546438459,0.0173434625996321,50.6751860052611
r_1088,"valine transaminase, mitochondiral",-0.016771755,-0.0169450522265002,0.0043381892878635,-0.0342770386266094,-25.8660425689709
r_1089,valyl-tRNA synthetase,0.00828559875,0.00830080701826634,7.33465162339058E-05,0.0169335760269773,0.885228918838313
r_1090,valyl-tRNA synthetase,0,0,0,0,#DIV/0!
r_1091,xanthine phosphoribosyltransferase,0,0,0,0,#DIV/0!
r_1092,xylitol dehydrogenase (D-xyulose-forming),0.563,0.561297797999938,0.00670232830753403,1.15062333946454,1.19046683970409
r_1093,xylose reductase,0.563,0.562007897187094,0.00409748950902678,1.15062333946454,0.727795649915947
r_1094,xylulokinase,0.563,0.561297797999938,0.00670232830753403,1.15062333946454,1.19046683970409
r_1095,yUMP synthetase,0,-6.66133814775094E-20,5.87466411198767E-18,0,#DIV/0!
r_1096,(R)-mevalonate transport,0,-8.87255626024255E-05,0.00145640655272617,0,#DIV/0!
r_1097,"(R,R)-butanediol transport",0,0,0,0,#DIV/0!
r_1099,2-oxoadipate and 2-oxoglutarate transport,0.00750696375,0.00755981902397189,0.000922070397825606,0.0153422516860822,12.2828673286934
r_1100,"3-hexaprenyl-4,5-dihydroxybenzoate transport",0,0,0,0,#DIV/0!
r_1101,4-aminobutyrate transport,0,0,0,0,#DIV/0!
r_1102,5-aminolevulinate transport,0,0,0,0,#DIV/0!
r_1103,5-formyltetrahydrofolic acid transport,0,0,0,0,#DIV/0!
r_1104,8-Amino-7-oxononanoate transport,0,0,0,0,#DIV/0!
r_1106,acetate transport,-0.764,-0.757796001176708,0.00695247971805495,-1.56141426527693,-0.910010434300386
r_1107,acetic ester transport,0,0,0,0,#DIV/0!
r_1108,adenine transport,0,0,0,0,#DIV/0!
r_1110,ADP/ATP transporter,10.6920882936831,10.8885059397752,0.371479885527152,21.851805219054,3.47434360176976
r_1111,ADP/ATP transporter,0,0,0,0,#DIV/0!
r_1112,"AKG transporter, mitochonrial",1.00705556031888,0.984908556054294,0.143307366663025,2.05815565158161,14.2303336886048
r_1113,allantoate uniport,0,0,0,0,#DIV/0!
r_1114,allantoin uniport,0,0,0,0,#DIV/0!
r_1115,ammonia transport,0.211972836373328,0.216605927458313,0.0248552146985904,0.433216505974511,11.7256602892341
r_1116,AMP/ATP transporter,0,0.0011979368419188,0.00525753177507554,0,#DIV/0!
r_1118,aspartate-glutamate transporter,0.791054972910533,4.19343597866676,55.7577142434202,1.61670748602194,7048.52584874987
r_1119,biotin uptake,0,0,0,0,#DIV/0!
r_1120,carnithine-acetylcarnithine carrier,0.456878812771289,0.457646339344822,0.100668053937566,0.9337396541412,22.0338634936788
r_1121,ceramide-2' (sphinganine:n-C24:0OH) transport,0,0,0,0,#DIV/0!
r_1122,ceramide-2' (sphinganine:n-C26:0OH) transport,0,0,0,0,#DIV/0!
r_1123,ceramide-3 (Phytosphingosine:n-C24:0OH) transport,0,0,0,0,#DIV/0!
r_1124,ceramide-3 (Phytosphingosine:n-C26:0OH) transport,0,0,0,0,#DIV/0!
r_1125,choline transport,0,0.193387816022162,5.57955378770838,0,#DIV/0!
r_1129,coenzyme A transport,0,5.22405885284859E-05,0.000800105162647576,0,#DIV/0!
r_1130,CTP transport,1.25757613168724E-05,0.00307086522100082,0.0309669094807909,2.57015354933015E-05,246242.821412679
r_1131,CTP/CMP antiport,0,0.000143932293127359,0.00643420728666116,0,#DIV/0!
r_1133,cytosine transport,0,0,0,0,#DIV/0!
r_1134,D-fructose transport,0,0,0,0,#DIV/0!
r_1135,D-galactose transport,0,0,0,0,#DIV/0!
r_1136,D-lactate transport,0,0,0,0,#DIV/0!
r_1137,D-lactate transport,0,0.000390235988144802,0.0174483928601397,0,#DIV/0!
r_1138,D-lactate/pyruvate antiport,0,-0.000390235988144802,0.0174483928601397,0,#DIV/0!
r_1139,D-mannose transport,0,0,0,0,#DIV/0!
r_1146,episterol transport,0,-3.41072039284686E-06,0.0001027857071087,0,#DIV/0!
r_1147,ergosterol transport,0,-2.69646871085377E-06,8.98463266552127E-05,0,#DIV/0!
r_1149,ethanolamine transport,0,0,0,0,#DIV/0!
r_1151,fadH2 transport,0,0,0,0,#DIV/0!
r_1161,fecosterol transport,0,-2.79147638765245E-06,9.30119820870303E-05,0,#DIV/0!
r_1165,GDP-mannose antiport,0,0,0,0,#DIV/0!
r_1166,glucose transport,0,0,0,0,#DIV/0!
r_1167,glutathione transport,0,0,0,0,#DIV/0!
r_1168,glutathione transport,0,-0.00227809007874585,0.0464479360718718,0,#DIV/0!
r_1171,glycerol transport,0,0.660815399712106,10.2984715599395,0,#DIV/0!
r_1172,glycerol transport via channel,0,0.660847804874362,10.2984695531995,0,#DIV/0!
r_1173,glycine transport,0,-3.63447237753292E-05,0.00182032834400022,0,#DIV/0!
r_1174,glycogen vacuolar 'transport' via autophagy,0,0,0,0,#DIV/0!
r_1175,GTP/GDP translocase,0,0.00106825123049226,0.0275628745661427,0,#DIV/0!
r_1176,guanine transport,0,0,0,0,#DIV/0!
r_1177,inositol transport,0,0,0,0,#DIV/0!
r_1178,iron (II) transport,0.000000053625,5.37234274916541E-08,4.74704349858999E-10,1.09595340282036E-07,0.885229556846618
r_1179,iron (II) transport,0.000000053625,5.37234274916541E-08,4.74704349858999E-10,1.09595340282036E-07,0.885229556846618
r_1180,isoamyl acetate transport,0,0,0,0,#DIV/0!
r_1181,isobutyl acetate transport,0,0,0,0,#DIV/0!
r_1182,isopentenyl diphosphate transport,0,0,0,0,#DIV/0!
r_1183,L-alanine transport,0,-1.55041780094278E-05,0.000901675805016997,0,#DIV/0!
r_1184,L-arganine transport,0,0,0,0,#DIV/0!
r_1186,L-asparagine transport,0,-0.000228948290677626,0.0081117540865805,0,#DIV/0!
r_1187,L-asparagine transport,0,1.15182550072993,23.9907913739671,0,#DIV/0!
r_1188,L-aspartate transport,0,1.15182550072993,23.9907913739671,0,#DIV/0!
r_1189,L-aspartate transport,0,0,0,0,#DIV/0!
r_1190,L-aspartate transport,0,0.000143281218806046,0.00807672284731327,0,#DIV/0!
r_1191,L-carnitine transport,0,0,0,0,#DIV/0!
r_1192,L-cystine transport,0,-7.05493733608764E-05,0.00137268689721267,0,#DIV/0!
r_1193,L-cystine transport,0,0,0,0,#DIV/0!
r_1194,L-glutamate transport,0.0409431165000002,0.0584950963113462,0.113771594027003,0.0836769190680568,277.877220281955
r_1195,L-glutamate transport,0,0,0,0,#DIV/0!
r_1196,L-glutamate transport,0,-1.12036926693369E-05,0.000646783677482357,0,#DIV/0!
r_1197,L-glutamine transport,0,0.851613888757735,20.6381386748585,0,#DIV/0!
r_1198,L-glutamine transport,0,0.851613888757735,20.6381386748585,0,#DIV/0!
r_1199,L-glutamine transport,0,-1.43798373045755E-05,0.000718886688535908,0,#DIV/0!
r_1200,"L-histidine transport, vacuolar",0,0,0,0,#DIV/0!
r_1201,L-histidine transport,0,-0.000169400214689199,0.00208106588593223,0,#DIV/0!
r_1203,L-isoleucine transport,0,1.35234907495985,25.9921142004903,0,#DIV/0!
r_1204,L-isoleucine transport,0,1.35234907495985,25.9921142004903,0,#DIV/0!
r_1205,L-isoleucine transport,0,-4.13287239160264E-06,0.0002922235956509,0,#DIV/0!
r_1206,L-lactate transport,0,0,0,0,#DIV/0!
r_1207,L-lactate transport,0,0,0,0,#DIV/0!
r_1209,"L-leucine transport, vacuoluar",0,1.10151741304263,23.459764440446,0,#DIV/0!
r_1210,"L-leucine transport, vacuoluar",0,1.10151741304263,23.459764440446,0,#DIV/0!
r_1211,L-leucine transport,0,-1.36739896565003E-05,0.000558100246283477,0,#DIV/0!
r_1212,L-lysine transport,0,0,0,0,#DIV/0!
r_1213,L-lysine transport,0,-3.90761951142479E-05,0.000920257944704053,0,#DIV/0!
r_1214,L-methionine transport,0,-2.08600740243082E-05,0.000581135909183023,0,#DIV/0!
r_1215,L-phenylalanine transport,0,-6.28157543935576E-06,0.000314032601576918,0,#DIV/0!
r_1216,L-proline transport,0,-6.2984027065692E-05,0.00134150953626294,0,#DIV/0!
r_1217,L-serine transport,0,-4.33951597645484E-05,0.00163969069123945,0,#DIV/0!
r_1218,L-threonine transport,0,-6.78250720629092E-05,0.00155546863363033,0,#DIV/0!
r_1219,L-tryptophan transport,0,-9.13994505415477E-06,0.000345353788419048,0,#DIV/0!
r_1221,L-tyrosine transport,0,1.10189763004529,23.4678572988537,0,#DIV/0!
r_1222,L-tyrosine transport,0,1.10189763004529,23.4678572988537,0,#DIV/0!
r_1223,L-tyrosine transport,0,-2.27743639119015E-05,0.00061135730286645,0,#DIV/0!
r_1224,L-valine transport,0,-1.12843489607614E-05,0.000564152609836711,0,#DIV/0!
r_1225,lanosterol transport,0,-2.63396182251399E-05,0.000309316382294339,0,#DIV/0!
r_1226,malate transport,0,0.00233945495616273,0.0381183341373833,0,#DIV/0!
r_1227,maltose transport,0,0,0,0,#DIV/0!
r_1229,NAD transport,0,0,0,0,#DIV/0!
r_1230,NAD transport,0,0,0,0,#DIV/0!
r_1231,NAD transport,0,0,0,0,#DIV/0!
r_1232,NAD transport,0,0,0,0,#DIV/0!
r_1235,nicotinate transport,0,0,0,0,#DIV/0!
r_1236,octadecanoate (n-C18:0) transport,0,0.000177341850933416,0.00268116868613247,0,#DIV/0!
r_1237,ornithine transport,0.00825556875,0.0119304910225437,0.00474754791140113,0.0168722026364194,57.5072179176163
r_1238,orntithine transport,0,-6.63855989302335E-05,0.00138271177647548,0,#DIV/0!
r_1239,oxaloacetate transport,0,0.000201190816891683,0.0115901173885837,0,#DIV/0!
r_1241,pantothenate transport,0,-4.32153931791206E-05,0.000830604514833837,0,#DIV/0!
r_1242,pentaprenyl diphosphate transport,0,0,0,0,#DIV/0!
r_1244,phosphate transport,0.00160315415004326,0.00207239070587288,0.0041638784505272,0.0032764237687375,259.730385279222
r_1245,phosphate transport,8.60329590400096,8.80182708252403,0.36938889054248,17.5828651216043,4.29357416813591
r_1249,potassium transport,0,0,0,0,#DIV/0!
r_1250,putrescine excretion,0,0,0,0,#DIV/0!
r_1251,putrescine transport,0,-6.01814320527651E-05,0.00131245343321919,0,#DIV/0!
r_1252,putrescine transport,0,0,0,0,#DIV/0!
r_1253,pyridoxine symport,0,0,0,0,#DIV/0!
r_1254,pyruvate transport,0,-0.000201582377899582,0.0032944155775194,0,#DIV/0!
r_1255,S-adenosyl-L-methionine transport,0,0,0,0,#DIV/0!
r_1256,S-adenosyl-L-methionine transport,0,0,0,0,#DIV/0!
r_1257,S-methylmethionine permease,0,0,0,0,#DIV/0!
r_1258,sodium proton antiporter,0,-0.000488095646851872,0.0212808533629219,0,#DIV/0!
r_1260,spermidine transport,0,0,0,0,#DIV/0!
r_1261,spermidine transport,0,0,0,0,#DIV/0!
r_1262,spermine transport,0,0,0,0,#DIV/0!
r_1263,spermine transport,0,0,0,0,#DIV/0!
r_1264,succinate transport,0,0.0010212676975328,0.0175185764721993,0,#DIV/0!
r_1265,succinate-fumarate transport,0.000535043437500003,0.0126886222200829,0.0393854721461267,0.00109348750766402,7361.17282928575
r_1266,sulfate uniport,0.010059460125,0.0114549729813133,0.0144234061788171,0.0205588802881668,143.381513516533
r_1267,sulfite transport,0,0.00128163472046253,0.0143511663143507,0,#DIV/0!
r_1268,taurine transport,0,0,0,0,#DIV/0!
r_1270,thiamine transport,0,0,0,0,#DIV/0!
r_1271,UDPgalactose transport,0,0,0,0,#DIV/0!
r_1272,uracil transport,0,0,0,0,#DIV/0!
r_1273,urea transport,0,-0.000651454649487054,0.0104141061814059,0,#DIV/0!
r_1274,uridine transport,0,0,0,0,#DIV/0!
r_1275,UTP transport,0,0,0,0,#DIV/0!
r_1276,UTP/UMP antiport,0,0,0,0,#DIV/0!
r_1277,water diffusion,-3.07400513843949,-4.27450944345323,13.7479136253945,-6.28245480980889,-447.231315702146
r_1278,zymosterol transport,0,-1.03408341680653E-05,0.000182518670373615,0,#DIV/0!
r_1542,(1->3)-beta-D-glucan exchange,0,0,0,0,#DIV/0!
r_1543,(1->3)-beta-D-glucan transport,0,0,0,0,#DIV/0!
r_1545,(R)-carnitine exchange,0,0,0,0,#DIV/0!
r_1546,(R)-lactate exchange,0,0,0,0,#DIV/0!
r_1547,(R)-mevalonate exchange,0,8.87255626024255E-05,0.00145640655272617,0,#DIV/0!
r_1548,(R)-pantothenate exchange,0,4.32153931791206E-05,0.000830604514833837,0,#DIV/0!
