Gene	Protein_ID
PAPLA_01157	498520
PAPLA_01158	498520
PAPLA_01159	498520
PAPLA_01160	71632
PAPLA_01161	512872
PAPLA_01162	512874
PAPLA_01163	498532
PAPLA_01164	498534
PAPLA_01165	498536
PAPLA_01166	498541
PAPLA_01167	498545
PAPLA_01168	71969
PAPLA_01169	512881
PAPLA_01170	467875
PAPLA_01171	72240
PAPLA_01172	517324
PAPLA_01173	506450
PAPLA_01174	512885
PAPLA_01175	72651
PAPLA_01176	512888
PAPLA_01177	498582
PAPLA_01178	548078
PAPLA_01179	498597
PAPLA_01180	498600
PAPLA_01181	498601
PAPLA_01182	498604
PAPLA_01183	498609
PAPLA_01184	498613
PAPLA_01185	73293
PAPLA_01186	73293
PAPLA_01187	467906
PAPLA_01188	498657
PAPLA_01189	498663
PAPLA_01190	498670
PAPLA_01191	457171
PAPLA_01192	498675
PAPLA_01193	443175
PAPLA_01194	536397
PAPLA_01195	536397
PAPLA_01196	482387
PAPLA_01197	536397
PAPLA_01197	536397
PAPLA_01197	536397
PAPLA_01197	536397
PAPLA_01197	536397
PAPLA_01197	536397
PAPLA_01198	498687
PAPLA_01199	498696
PAPLA_01200	498700
PAPLA_01201	498703
PAPLA_01202	506458
PAPLA_01203	498708
PAPLA_01204	74144
PAPLA_01205	74006
PAPLA_01206	74256
PAPLA_01207	498719
PAPLA_01208	498724
PAPLA_01209	498734
PAPLA_01210	542475
PAPLA_01211	498741
PAPLA_01212	457209
PAPLA_01213	512928
PAPLA_01214	506463
PAPLA_01215	442576
PAPLA_01216	74793
PAPLA_01217	74795
PAPLA_01218	498773
PAPLA_01219	498775
PAPLA_01220	498780
PAPLA_01221	498785
PAPLA_01222	474812
PAPLA_01223	512941
PAPLA_01224	74981
PAPLA_01225	498806
PAPLA_01226	498808
PAPLA_01227	498809
PAPLA_01228	75285
PAPLA_01229	75478
PAPLA_01230	498817
PAPLA_01231	433868
PAPLA_01232	75606
PAPLA_01233	498833
PAPLA_01234	498838
PAPLA_01235	498841
PAPLA_01236	498852
PAPLA_01237	76027
PAPLA_01238	498865
PAPLA_01239	498867
PAPLA_01240	467992
PAPLA_01241	512959
PAPLA_01242	498880
PAPLA_01243	512961
PAPLA_01244	443137
PAPLA_01245	498893
PAPLA_01246	498897
PAPLA_01247	498901
PAPLA_01248	498906
PAPLA_01249	501223
PAPLA_01250	517524
PAPLA_01251	442667
PAPLA_01252	498925
PAPLA_01253	457280
PAPLA_01254	498934
PAPLA_01255	498939
PAPLA_01256	457291
PAPLA_01257	443086
PAPLA_01258	77065
PAPLA_01259	498956
PAPLA_01260	77301
PAPLA_01261	506483
PAPLA_01262	498968
PAPLA_01263	498972
PAPLA_01264	498975
PAPLA_01265	542535
PAPLA_01266	77405
PAPLA_01267	474855
PAPLA_01268	498985
PAPLA_01269	498987
PAPLA_01270	498992
PAPLA_01271	498994
PAPLA_01272	498996
PAPLA_01273	499733
PAPLA_01274	499010
PAPLA_01275	548160
PAPLA_01276	499015
PAPLA_01277	474863
PAPLA_01278	543230
PAPLA_01279	499027
PAPLA_01280	499029
PAPLA_01281	499031
PAPLA_01282	499037
PAPLA_01283	499040
PAPLA_01284	499042
PAPLA_01285	506498
PAPLA_01286	542557
PAPLA_01287	542557
PAPLA_01288	475238
PAPLA_01289	517637
PAPLA_01290	513014
PAPLA_01291	499063
PAPLA_01292	499067
PAPLA_01293	548174
PAPLA_01294	499074
PAPLA_01295	499080
PAPLA_01296	493104
PAPLA_01297	499088
PAPLA_01298	499090
PAPLA_01299	78781
PAPLA_01300	78832
PAPLA_01301	474892
PAPLA_01302	513029
PAPLA_01303	499109
PAPLA_01304	513031
PAPLA_01305	513032
PAPLA_01306	513032
PAPLA_01307	474898
PAPLA_01308	474898
PAPLA_01309	79442
PAPLA_01310	443049
PAPLA_01311	499127
PAPLA_01312	542580
PAPLA_01313	517730
PAPLA_01314	499148
PAPLA_01315	499167
PAPLA_01316	499170
PAPLA_01317	499173
PAPLA_01318	517787
PAPLA_01319	442698
PAPLA_01320	499180
PAPLA_01321	499181
PAPLA_01322	499185
PAPLA_01323	541119
PAPLA_01324	499198
PAPLA_01325	499202
PAPLA_01326	548201
PAPLA_01327	499205
PAPLA_01328	513049
PAPLA_01329	468143
PAPLA_01330	499214
PAPLA_01331	499219
PAPLA_01332	474915
PAPLA_01333	517865
PAPLA_01334	499226
PAPLA_01335	499229
PAPLA_01336	499231
PAPLA_01337	499232
PAPLA_01338	499235
PAPLA_01339	457419
PAPLA_01340	499239
PAPLA_01341	499242
PAPLA_01342	542606
PAPLA_01343	513065
PAPLA_01344	499255
PAPLA_01345	499258
PAPLA_01346	457434
PAPLA_01347	499269
PAPLA_01348	474928
PAPLA_01348	474928
PAPLA_01349	499271
PAPLA_01350	499274
PAPLA_01351	499275
PAPLA_01352	82831
PAPLA_01353	499284
PAPLA_01354	499294
PAPLA_01355	499298
PAPLA_01356	513079
PAPLA_01357	513080
PAPLA_01358	83182
PAPLA_01359	513082
PAPLA_01360	499320
PAPLA_01361	83551
PAPLA_01362	474943
PAPLA_01363	499327
PAPLA_01364	499329
PAPLA_01365	84230
PAPLA_01366	84385
PAPLA_01367	513090
PAPLA_01368	542632
PAPLA_01369	542633
PAPLA_01370	499355
PAPLA_01371	84496
PAPLA_01372	84518
PAPLA_01373	499360
PAPLA_01374	474953
PAPLA_01374	474953
PAPLA_01375	442735
PAPLA_01376	499367
PAPLA_01377	457480
PAPLA_01378	84801
PAPLA_01379	442574
PAPLA_01380	499381
PAPLA_01381	474961
PAPLA_01382	504747
PAPLA_01383	513108
PAPLA_01384	499398
PAPLA_01385	499401
PAPLA_01386	513111
PAPLA_01387	518003
PAPLA_01388	499422
PAPLA_01389	513113
PAPLA_01390	442626
PAPLA_01391	513115
PAPLA_01392	499433
PAPLA_01393	499480
PAPLA_01394	499487
PAPLA_01395	85931
PAPLA_01396	85985
PAPLA_01397	85997
PAPLA_01398	499502
PAPLA_01399	548263
PAPLA_01400	86434
PAPLA_01401	86289
PAPLA_01402	513128
PAPLA_01403	86536
PAPLA_01404	86541
PAPLA_01405	542665
PAPLA_01406	451770
PAPLA_01407	86629
PAPLA_01408	499549
PAPLA_01409	501459
PAPLA_01410	443098
PAPLA_01411	86636
PAPLA_01412	513140
PAPLA_01413	86693
PAPLA_01414	499564
PAPLA_01415	499567
PAPLA_01416	499571
PAPLA_01417	499573
PAPLA_01418	548276
PAPLA_01419	548276
PAPLA_01420	499578
PAPLA_01421	457532
PAPLA_01422	86885
PAPLA_01423	499588
PAPLA_01424	86889
PAPLA_01425	513154
PAPLA_01426	513154
PAPLA_01427	518098
PAPLA_01428	42209
PAPLA_01429	87007
PAPLA_01430	499609
PAPLA_01431	443792
PAPLA_01432	513161
PAPLA_01433	475017
PAPLA_01434	513163
PAPLA_01435	548287
PAPLA_01436	89055
PAPLA_01437	513168
PAPLA_01438	513169
PAPLA_01439	457550
PAPLA_01440	513171
PAPLA_01441	513172
PAPLA_01442	499646
PAPLA_01443	482956
PAPLA_01444	87720
PAPLA_01445	88133
PAPLA_01446	89412
PAPLA_01447	499707
PAPLA_01448	499722
PAPLA_01449	457566
PAPLA_01450	499733
PAPLA_01451	468313
PAPLA_01452	510350
PAPLA_01453	499748
PAPLA_01454	499784
PAPLA_01455	499787
PAPLA_01456	90295
PAPLA_01457	90357
PAPLA_01458	499804
PAPLA_01459	90488
PAPLA_01460	499819
PAPLA_01460	499819
PAPLA_01461	90526
PAPLA_01462	468336
PAPLA_01463	479180
PAPLA_01464	513201
PAPLA_01465	457605
PAPLA_01466	91046
PAPLA_01467	499844
PAPLA_01468	513206
PAPLA_01469	542726
PAPLA_01470	499852
PAPLA_01471	499860
PAPLA_01472	499864
PAPLA_01473	443190
PAPLA_01474	518256
PAPLA_01475	513214
PAPLA_01476	91768
PAPLA_01477	548337
PAPLA_01478	499878
PAPLA_01479	536514
PAPLA_01480	542736
PAPLA_01481	499909
PAPLA_01482	92041
PAPLA_01483	468374
PAPLA_01484	499918
PAPLA_01485	499920
PAPLA_01486	443650
PAPLA_01487	458237
PAPLA_01488	92228
PAPLA_01489	499928
PAPLA_01490	499930
PAPLA_01491	513229
PAPLA_01492	475087
PAPLA_01493	499938
PAPLA_01494	499949
PAPLA_01495	92639
PAPLA_01496	499959
PAPLA_01497	92694
PAPLA_01498	443628
PAPLA_01499	499966
PAPLA_01500	499967
PAPLA_01501	475101
PAPLA_01502	499968
PAPLA_01503	481947
PAPLA_01504	499972
PAPLA_01505	92921
PAPLA_01506	457674
PAPLA_01507	499983
PAPLA_01508	518328
PAPLA_01508	518328
PAPLA_01509	93102
PAPLA_01510	93088
PAPLA_01511	536529
PAPLA_01512	500006
PAPLA_01513	513251
PAPLA_01514	513251
PAPLA_01515	443571
PAPLA_01516	93354
PAPLA_01517	457691
PAPLA_01518	93554
PAPLA_01519	500037
PAPLA_01520	500041
PAPLA_01521	500044
PAPLA_01522	491495
PAPLA_01523	500070
PAPLA_01524	500072
PAPLA_01525	500074
PAPLA_01526	500076
PAPLA_01527	500076
PAPLA_01528	500078
PAPLA_01529	500081
PAPLA_01530	513270
PAPLA_01531	93964
PAPLA_01532	94122
PAPLA_01533	500088
PAPLA_01534	500091
PAPLA_01535	542790
PAPLA_01536	500093
PAPLA_01537	500095
PAPLA_01538	500098
PAPLA_01539	500100
PAPLA_01540	500103
PAPLA_01541	94261
PAPLA_01542	513281
PAPLA_01543	500114
PAPLA_01544	500117
PAPLA_01545	500117
PAPLA_01546	500119
PAPLA_01547	500123
PAPLA_01548	500124
PAPLA_01549	94750
PAPLA_01550	443296
PAPLA_01551	443296
PAPLA_01552	506618
PAPLA_01553	500140
PAPLA_01554	500143
PAPLA_01555	500144
PAPLA_01556	500147
PAPLA_01557	443669
PAPLA_01558	500152
PAPLA_01559	506625
PAPLA_01560	468510
PAPLA_01561	500164
PAPLA_01562	443220
PAPLA_01563	443220
PAPLA_01564	500171
PAPLA_01565	443375
PAPLA_01566	468523
PAPLA_01566	468523
PAPLA_01567	468523
PAPLA_01568	495835
PAPLA_01569	500179
PAPLA_01570	475164
PAPLA_01571	500182
PAPLA_01572	468532
PAPLA_01573	500185
PAPLA_01574	500187
PAPLA_01575	536568
PAPLA_01576	468543
PAPLA_01577	488782
PAPLA_01578	500198
PAPLA_01579	500202
PAPLA_01580	500204
PAPLA_01581	95946
PAPLA_01582	95968
PAPLA_01583	443372
PAPLA_01584	500241
PAPLA_01585	513319
PAPLA_01586	96147
PAPLA_01587	548436
PAPLA_01588	96254
PAPLA_01589	500254
PAPLA_01590	493626
PAPLA_01591	500254
PAPLA_01592	457841
PAPLA_01593	468579
PAPLA_01594	468579
PAPLA_01595	443648
PAPLA_01596	500263
PAPLA_01597	443423
PAPLA_01598	506652
PAPLA_01599	475186
PAPLA_01600	500282
PAPLA_01601	500285
PAPLA_01602	505555
PAPLA_01603	513334
PAPLA_01604	443242
PAPLA_01605	500291
PAPLA_01606	500296
PAPLA_01607	457875
PAPLA_01608	500298
PAPLA_01609	513344
PAPLA_01610	500301
PAPLA_01611	500303
PAPLA_01612	500307
PAPLA_01613	500310
PAPLA_01614	500316
PAPLA_01615	97305
PAPLA_01616	443461
PAPLA_01617	500343
PAPLA_01618	468638
PAPLA_01619	443715
PAPLA_01620	506664
PAPLA_01621	475214
PAPLA_01622	475216
PAPLA_01623	468647
PAPLA_01624	513360
PAPLA_01625	443644
PAPLA_01626	500389
PAPLA_01627	98009
PAPLA_01628	97975
PAPLA_01628	97975
PAPLA_01629	500400
PAPLA_01630	500400
PAPLA_01631	518666
PAPLA_01632	500417
PAPLA_01633	500426
PAPLA_01634	500432
PAPLA_01635	475231
PAPLA_01636	500436
PAPLA_01637	500440
PAPLA_01638	513379
PAPLA_01639	98682
PAPLA_01640	98680
PAPLA_01641	500453
PAPLA_01642	500454
PAPLA_01643	99143
PAPLA_01644	99201
PAPLA_01645	500460
PAPLA_01646	500462
PAPLA_01647	518740
PAPLA_01648	468701
PAPLA_01649	99667
PAPLA_01650	99641
PAPLA_01651	500481
PAPLA_01652	500484
PAPLA_01653	500487
PAPLA_01654	503289
PAPLA_01655	500495
PAPLA_01656	99863
PAPLA_01657	506682
PAPLA_01658	513396
PAPLA_01659	513397
PAPLA_01660	100015
PAPLA_01661	500511
PAPLA_01662	500515
PAPLA_01663	500520
PAPLA_01664	548498
PAPLA_01665	548498
PAPLA_01666	100092
PAPLA_01667	443810
PAPLA_01668	500532
PAPLA_01669	500532
PAPLA_01670	458004
PAPLA_01671	500541
PAPLA_01672	500543
PAPLA_01673	100483
PAPLA_01674	100453
PAPLA_01675	518796
PAPLA_01676	500560
PAPLA_01677	500566
PAPLA_01678	500568
PAPLA_01679	500572
PAPLA_01680	100756
PAPLA_01681	500582
PAPLA_01682	500585
PAPLA_01683	500588
PAPLA_01684	500591
PAPLA_01685	500593
PAPLA_01686	500595
PAPLA_01687	101392
PAPLA_01688	500610
PAPLA_01689	500620
PAPLA_01690	500622
PAPLA_01691	500623
PAPLA_01692	500629
PAPLA_01693	500631
PAPLA_01694	500646
PAPLA_01695	500649
PAPLA_01696	500652
PAPLA_01697	475282
PAPLA_01698	500659
PAPLA_01699	500662
PAPLA_01700	506708
PAPLA_01701	500672
PAPLA_01702	500678
PAPLA_01703	500682
PAPLA_01704	513444
PAPLA_01705	468807
PAPLA_01706	475293
PAPLA_01707	102612
PAPLA_01708	500693
PAPLA_01709	500695
PAPLA_01710	500697
PAPLA_01711	500702
PAPLA_01712	500704
PAPLA_01713	500709
PAPLA_01714	513454
PAPLA_01715	513455
PAPLA_01716	500715
PAPLA_01717	103257
PAPLA_01718	542959
PAPLA_01719	500727
PAPLA_01720	500732
PAPLA_01721	500734
PAPLA_01722	103539
PAPLA_01723	542965
PAPLA_01724	500751
PAPLA_01725	103636
PAPLA_01726	513466
PAPLA_01727	475313
PAPLA_01728	500763
PAPLA_01729	475316
PAPLA_01730	103803
PAPLA_01731	518995
PAPLA_01732	500766
PAPLA_01733	500769
PAPLA_01734	506722
PAPLA_01735	500781
PAPLA_01736	500781
PAPLA_01737	519018
PAPLA_01738	536649
PAPLA_01739	536650
PAPLA_01740	471454
PAPLA_01741	480303
PAPLA_01742	536651
PAPLA_01743	104263
PAPLA_01744	500810
PAPLA_01745	104406
PAPLA_01746	104438
PAPLA_01747	500829
PAPLA_01748	500834
PAPLA_01749	500838
PAPLA_01750	500843
PAPLA_01751	500850
PAPLA_01752	500857
PAPLA_01753	443318
PAPLA_01754	513497
PAPLA_01755	443800
PAPLA_01756	513499
PAPLA_01757	500909
PAPLA_01758	519162
PAPLA_01759	513502
PAPLA_01760	506739
PAPLA_01761	500950
PAPLA_01762	444286
PAPLA_01763	500964
PAPLA_01764	106272
PAPLA_01765	468916
PAPLA_01766	106342
PAPLA_01767	444218
PAPLA_01768	500986
PAPLA_01769	106463
PAPLA_01770	106409
PAPLA_01771	500999
PAPLA_01772	543014
PAPLA_01773	501004
PAPLA_01774	501012
PAPLA_01775	106841
PAPLA_01776	519264
PAPLA_01777	513526
PAPLA_01778	106947
PAPLA_01779	536675
PAPLA_01780	501034
PAPLA_01781	107022
PAPLA_01782	475378
PAPLA_01783	501051
PAPLA_01784	543027
PAPLA_01785	107161
PAPLA_01786	501068
PAPLA_01787	513536
PAPLA_01788	513537
PAPLA_01789	501073
PAPLA_01790	107253
PAPLA_01791	501082
PAPLA_01792	501087
PAPLA_01793	501091
PAPLA_01794	458237
PAPLA_01795	458237
PAPLA_01796	107878
PAPLA_01797	513396
PAPLA_01798	519322
PAPLA_01799	108011
PAPLA_01800	108041
PAPLA_01801	501121
PAPLA_01802	501125
PAPLA_01803	501130
PAPLA_01804	108280
PAPLA_01805	506767
PAPLA_01806	501137
PAPLA_01807	443879
PAPLA_01808	513557
PAPLA_01809	506770
PAPLA_01810	513559
PAPLA_01811	513560
PAPLA_01812	458268
PAPLA_01813	548626
PAPLA_01814	501164
PAPLA_01815	469011
PAPLA_01816	501167
PAPLA_01817	469017
PAPLA_01818	501169
PAPLA_01819	501172
PAPLA_01820	501175
PAPLA_01821	543062
PAPLA_01822	501189
PAPLA_01823	513574
PAPLA_01824	109027
PAPLA_01825	109017
PAPLA_01826	109060
PAPLA_01827	109090
PAPLA_01828	548637
PAPLA_01829	501203
PAPLA_01830	543070
PAPLA_01831	501207
PAPLA_01832	501210
PAPLA_01833	513584
PAPLA_01834	501219
PAPLA_01835	501222
PAPLA_01836	501223
PAPLA_01837	469044
PAPLA_01838	501228
PAPLA_01839	109629
PAPLA_01840	513589
PAPLA_01841	501238
PAPLA_01842	519406
PAPLA_01843	444271
PAPLA_01844	444077
PAPLA_01845	501250
PAPLA_01846	501257
PAPLA_01847	501259
PAPLA_01848	110140
PAPLA_01849	110239
PAPLA_01850	501268
PAPLA_01851	444269
PAPLA_01852	463432
PAPLA_01853	469079
PAPLA_01854	548660
PAPLA_01855	110911
PAPLA_01856	501336
PAPLA_01857	501339
PAPLA_01858	543097
PAPLA_01859	519490
PAPLA_01860	501355
PAPLA_01861	501356
PAPLA_01862	501357
PAPLA_01863	501363
PAPLA_01864	501365
PAPLA_01865	501369
PAPLA_01866	501371
PAPLA_01867	501373
PAPLA_01868	541617
PAPLA_01869	444182
PAPLA_01870	111534
PAPLA_01871	501389
PAPLA_01872	501400
PAPLA_01873	513628
PAPLA_01874	462225
PAPLA_01875	501409
PAPLA_01876	501410
PAPLA_01877	501416
PAPLA_01878	501418
PAPLA_01879	501420
PAPLA_01880	519567
PAPLA_01881	479280
PAPLA_01882	458405
PAPLA_01883	472595
PAPLA_01884	501450
PAPLA_01885	112611
PAPLA_01886	519578
PAPLA_01887	501459
PAPLA_01888	443897
PAPLA_01889	501463
PAPLA_01890	501467
PAPLA_01891	498326
PAPLA_01892	501477
PAPLA_01893	444378
PAPLA_01894	513649
PAPLA_01895	501487
PAPLA_01896	501487
PAPLA_01897	501493
PAPLA_01898	501494
PAPLA_01899	443935
PAPLA_01900	113432
PAPLA_01901	536742
PAPLA_01902	501505
PAPLA_01903	548703
PAPLA_01904	501519
PAPLA_01905	113649
PAPLA_01906	501523
PAPLA_01907	501526
PAPLA_01908	501529
PAPLA_01909	114348
PAPLA_01910	501542
PAPLA_01911	501544
PAPLA_01912	501555
PAPLA_01913	501559
PAPLA_01914	501567
PAPLA_01915	501569
PAPLA_01916	501572
PAPLA_01917	458477
PAPLA_01918	506839
PAPLA_01919	444200
PAPLA_01920	444310
PAPLA_01921	496416
PAPLA_01922	548724
PAPLA_01923	501619
PAPLA_01924	501624
PAPLA_01925	115837
PAPLA_01926	501636
PAPLA_01927	536759
PAPLA_01928	501641
PAPLA_01929	115877
PAPLA_01930	115991
PAPLA_01931	116050
PAPLA_01932	501668
PAPLA_01933	501673
PAPLA_01934	116562
PAPLA_01935	444396
PAPLA_01936	501680
PAPLA_01937	458522
PAPLA_01938	501686
PAPLA_01939	501687
PAPLA_01940	501694
PAPLA_01941	543186
PAPLA_01942	469260
PAPLA_01943	501697
PAPLA_01944	501698
PAPLA_01945	501703
PAPLA_01946	543191
PAPLA_01947	458542
PAPLA_01948	501731
PAPLA_01949	501733
PAPLA_01950	501735
PAPLA_01951	501738
PAPLA_01952	501755
PAPLA_01953	501757
PAPLA_01954	501761
PAPLA_01955	458564
PAPLA_01956	219040
PAPLA_01957	548757
PAPLA_01958	475545
PAPLA_01959	475545
PAPLA_01960	117528
PAPLA_01961	327678
PAPLA_01962	475547
PAPLA_01963	501810
PAPLA_01964	501816
PAPLA_01965	501821
PAPLA_01966	501830
PAPLA_01967	501837
PAPLA_01968	501839
PAPLA_01969	501844
PAPLA_01970	501844
PAPLA_01971	501847
PAPLA_01972	501849
PAPLA_01973	501856
PAPLA_01974	118748
PAPLA_01975	118340
PAPLA_01976	513740
PAPLA_01977	118982
PAPLA_01978	118982
PAPLA_01979	119075
PAPLA_01980	501904
PAPLA_01981	501909
PAPLA_01982	501910
PAPLA_01983	548774
PAPLA_01984	501913
PAPLA_01985	501913
PAPLA_01986	501913
PAPLA_01987	543230
PAPLA_01988	501919
PAPLA_01989	513752
PAPLA_01990	481599
PAPLA_01991	513753
PAPLA_01992	513754
PAPLA_01993	501937
PAPLA_01994	501944
PAPLA_01995	120052
PAPLA_01996	119909
PAPLA_01997	501974
PAPLA_01998	501975
PAPLA_01999	501984
PAPLA_02000	501984
PAPLA_02001	519918
PAPLA_02002	120194
PAPLA_02003	120465
PAPLA_02004	475582
PAPLA_02005	501993
PAPLA_02006	501999
PAPLA_02007	513769
PAPLA_02008	502010
PAPLA_02009	502014
PAPLA_02010	502018
PAPLA_02011	444285
PAPLA_02012	502023
PAPLA_02013	502023
PAPLA_02014	121006
PAPLA_02015	513776
PAPLA_02016	502034
PAPLA_02017	502038
PAPLA_02018	475194
PAPLA_02019	511255
PAPLA_02020	502040
PAPLA_02021	469377
PAPLA_02022	536815
PAPLA_02023	121217
PAPLA_02024	444230
PAPLA_02025	536649
PAPLA_02026	543262
PAPLA_02027	502061
PAPLA_02028	502063
PAPLA_02029	502064
PAPLA_02030	502065
PAPLA_02031	502070
PAPLA_02032	121391
PAPLA_02033	502086
PAPLA_02034	122420
PAPLA_02035	502087
PAPLA_02036	513800
PAPLA_02037	502095
PAPLA_02038	475608
PAPLA_02039	502098
PAPLA_02040	502106
PAPLA_02041	122767
PAPLA_02042	122737
PAPLA_02043	489228
PAPLA_02044	506916
PAPLA_02045	513810
PAPLA_02046	122927
PAPLA_02047	502141
PAPLA_02048	502142
PAPLA_02049	513814
PAPLA_02050	444228
PAPLA_02051	123069
PAPLA_02052	502290
PAPLA_02053	123029
PAPLA_02054	506924
PAPLA_02055	444074
PAPLA_02056	122997
PAPLA_02057	513823
PAPLA_02058	444379
PAPLA_02059	125527
PAPLA_02060	443976
PAPLA_02061	125539
PAPLA_02062	513887
PAPLA_02063	475655
PAPLA_02064	475656
PAPLA_02065	548851
PAPLA_02066	287914
PAPLA_02067	475695
PAPLA_02068	534431
PAPLA_02069	513887
PAPLA_02070	475655
PAPLA_02071	475655
PAPLA_02072	475655
PAPLA_02073	475655
PAPLA_02074	475655
PAPLA_02075	475655
PAPLA_02076	73293
PAPLA_02077	503524
PAPLA_02078	503528
PAPLA_02079	506957
PAPLA_02080	529932
PAPLA_02081	541238
PAPLA_02082	329960
PAPLA_02083	505720
PAPLA_02084	503545
PAPLA_02085	513941
PAPLA_02086	330028
PAPLA_02087	543393
PAPLA_02088	330246
PAPLA_02089	503572
PAPLA_02090	480303
PAPLA_02091	449654
PAPLA_02092	143686
PAPLA_02093	143880
PAPLA_02094	143891
PAPLA_02095	480341
PAPLA_02096	480346
PAPLA_02097	480353
PAPLA_02098	480357
PAPLA_02099	144307
PAPLA_02100	144321
PAPLA_02101	480369
PAPLA_02102	435667
PAPLA_02103	480377
PAPLA_02104	480381
PAPLA_02105	480384
PAPLA_02106	480403
PAPLA_02107	480404
PAPLA_02108	508138
PAPLA_02109	145008
PAPLA_02110	480408
PAPLA_02110	480408
PAPLA_02111	480409
PAPLA_02112	470635
PAPLA_02113	544325
PAPLA_02114	480422
PAPLA_02115	480425
PAPLA_02116	537969
PAPLA_02117	544328
PAPLA_02118	544328
PAPLA_02119	480436
PAPLA_02120	480437
PAPLA_02121	480446
PAPLA_02122	508153
PAPLA_02123	508154
PAPLA_02124	480457
PAPLA_02125	460495
PAPLA_02126	480468
PAPLA_02127	480473
PAPLA_02128	75606
PAPLA_02129	508160
PAPLA_02130	480477
PAPLA_02131	480483
PAPLA_02132	520905
PAPLA_02133	480489
PAPLA_02134	480494
PAPLA_02135	320621
PAPLA_02136	470661
PAPLA_02137	480497
PAPLA_02138	480500
PAPLA_02139	146636
PAPLA_02140	520907
PAPLA_02141	508172
PAPLA_02142	480514
PAPLA_02143	537995
PAPLA_02144	480519
PAPLA_02145	480521
PAPLA_02146	480526
PAPLA_02147	480527
PAPLA_02148	480529
PAPLA_02149	480530
PAPLA_02150	480531
PAPLA_02151	480539
PAPLA_02152	480542
PAPLA_02153	460532
PAPLA_02154	480545
PAPLA_02155	538006
PAPLA_02156	147477
PAPLA_02157	512717
PAPLA_02158	544364
PAPLA_02159	480565
PAPLA_02160	480567
PAPLA_02161	480575
PAPLA_02162	480592
PAPLA_02163	480595
PAPLA_02164	480597
PAPLA_02165	460557
PAPLA_02166	480606
PAPLA_02167	504185
PAPLA_02168	520999
PAPLA_02169	480612
PAPLA_02170	544375
PAPLA_02171	480616
PAPLA_02172	480626
PAPLA_02173	148810
PAPLA_02174	538024
PAPLA_02175	480638
PAPLA_02176	480638
PAPLA_02177	480643
PAPLA_02178	480654
PAPLA_02179	480654
PAPLA_02180	538027
PAPLA_02181	149344
PAPLA_02182	449771
PAPLA_02183	480662
PAPLA_02184	480665
PAPLA_02185	480667
PAPLA_02186	149450
PAPLA_02187	480680
PAPLA_02188	480685
PAPLA_02189	504191
PAPLA_02190	508221
PAPLA_02191	480716
PAPLA_02192	480717
PAPLA_02193	480720
PAPLA_02194	480721
PAPLA_02195	480725
PAPLA_02196	449790
PAPLA_02197	470720
PAPLA_02198	521098
PAPLA_02199	480742
PAPLA_02200	544397
PAPLA_02201	150750
PAPLA_02202	470726
PAPLA_02203	534224
PAPLA_02204	508232
PAPLA_02205	480761
PAPLA_02206	150837
PAPLA_02207	150837
PAPLA_02208	150873
PAPLA_02209	538054
PAPLA_02210	480777
PAPLA_02211	480777
PAPLA_02212	435881
PAPLA_02213	435881
PAPLA_02214	480781
PAPLA_02215	435732
PAPLA_02216	480788
PAPLA_02217	480793
PAPLA_02218	538061
PAPLA_02219	538061
PAPLA_02220	480802
PAPLA_02221	508247
PAPLA_02222	151286
PAPLA_02223	538066
PAPLA_02224	540062
PAPLA_02225	480818
PAPLA_02226	480820
PAPLA_02227	480825
PAPLA_02228	480828
PAPLA_02229	480832
PAPLA_02230	544423
PAPLA_02231	480837
PAPLA_02232	151850
PAPLA_02233	151834
PAPLA_02234	480850
PAPLA_02235	151937
PAPLA_02236	151934
PAPLA_02237	508262
PAPLA_02238	538080
PAPLA_02239	480866
PAPLA_02240	480869
PAPLA_02241	480870
PAPLA_02242	480874
PAPLA_02243	480880
PAPLA_02244	480884
PAPLA_02245	538088
PAPLA_02246	152423
PAPLA_02247	508273
PAPLA_02248	521250
PAPLA_02249	470773
PAPLA_02250	480894
PAPLA_02251	480898
PAPLA_02252	480908
PAPLA_02253	480930
PAPLA_02254	504211
PAPLA_02255	504211
PAPLA_02256	521266
PAPLA_02257	480936
PAPLA_02258	480940
PAPLA_02259	508286
PAPLA_02260	153015
PAPLA_02261	153004
PAPLA_02262	153025
PAPLA_02263	508290
PAPLA_02264	508291
PAPLA_02265	508292
PAPLA_02266	460672
PAPLA_02267	538108
PAPLA_02268	538108
PAPLA_02269	153494
PAPLA_02270	508298
PAPLA_02271	443175
PAPLA_02272	544454
PAPLA_02273	538113
PAPLA_02274	449879
PAPLA_02275	154072
PAPLA_02276	470796
PAPLA_02277	153703
PAPLA_02278	154015
PAPLA_02279	154283
PAPLA_02280	481029
PAPLA_02281	538119
PAPLA_02282	538119
PAPLA_02283	481039
PAPLA_02284	154545
PAPLA_02285	481048
PAPLA_02286	435436
PAPLA_02287	538123
PAPLA_02288	481054
PAPLA_02289	481056
PAPLA_02290	481059
PAPLA_02291	481068
PAPLA_02292	481070
PAPLA_02293	504222
PAPLA_02294	504222
PAPLA_02295	461501
PAPLA_02296	508318
PAPLA_02297	508319
PAPLA_02298	470810
PAPLA_02299	154912
PAPLA_02300	481080
PAPLA_02301	538134
PAPLA_02302	538134
PAPLA_02303	481090
PAPLA_02304	508325
PAPLA_02305	508326
PAPLA_02306	481126
PAPLA_02307	481132
PAPLA_02308	481137
PAPLA_02309	481140
