GO_ID,Protein
GO:0008643,E6R0S7
GO:0016020,E6R0S7
GO:0022857,E6R0S7
GO:0001678,E6R0S9
GO:0004396,E6R0S9
GO:0005524,E6R0S9
GO:0005536,E6R0S9
GO:0006096,E6R0S9
GO:0003824,E6R0T3
GO:0005992,E6R0T3
GO:0000049,E6R0X7
GO:0005737,E6R0X7
GO:0051499,E6R0X7
GO:0016491,E6R137
GO:0020037,E6R137
GO:0046872,E6R137
GO:0009249,E6R140
GO:0008270,E6R181
GO:0016491,E6R181
GO:0004114,E6R183
GO:0007165,E6R183
GO:0046872,E6R183
GO:0003743,E6R191
GO:0003924,E6R191
GO:0005525,E6R191
GO:0004853,E6R1J3
GO:0006782,E6R1J3
GO:0005524,E6R1M3
GO:0016020,E6R1M3
GO:0016887,E6R1M3
GO:0140359,E6R1M3
GO:0005315,E6R1N5
GO:0006817,E6R1N5
GO:0016020,E6R1N5
GO:0004514,E6R1N6
GO:0009435,E6R1N6
GO:0005737,E6R1N7
GO:0006569,E6R1N7
GO:0019805,E6R1N7
GO:0030170,E6R1N7
GO:0030429,E6R1N7
GO:0034354,E6R1N7
GO:0043420,E6R1N7
GO:0061981,E6R1N7
GO:0097053,E6R1N7
GO:0003848,E6R1P3
GO:0004150,E6R1P3
GO:0004156,E6R1P3
GO:0005524,E6R1P3
GO:0016301,E6R1P3
GO:0016310,E6R1P3
GO:0046654,E6R1P3
GO:0046656,E6R1P3
GO:0046872,E6R1P3
GO:0004502,E6R1Q0
GO:0005741,E6R1Q0
GO:0006569,E6R1Q0
GO:0019805,E6R1Q0
GO:0034354,E6R1Q0
GO:0043420,E6R1Q0
GO:0071949,E6R1Q0
GO:0140907,E6R1Q0
GO:0004371,E6R1Q6
GO:0005524,E6R1Q6
GO:0016310,E6R1Q6
GO:0019588,E6R1Q6
GO:0050354,E6R1Q6
GO:0008324,E6R1R2
GO:0016020,E6R1R2
GO:0030003,E6R1R2
GO:0098771,E6R1R2
GO:0005509,E6R1R9
GO:0005739,E6R1R9
GO:0006072,E6R1R9
GO:0009331,E6R1R9
GO:0052591,E6R1R9
GO:0140907,E6R1R9
GO:0005975,E6R1T8
GO:0016020,E6R1T8
GO:0016126,E6R1T8
GO:0016906,E6R1T8
GO:0030259,E6R1T8
GO:0102202,E6R1T8
GO:0102203,E6R1T8
GO:0102205,E6R1T8
GO:0004798,E6R1V0
GO:0005524,E6R1V0
GO:0006233,E6R1V0
GO:0016310,E6R1V0
GO:0005886,E6R1V9
GO:0015079,E6R1V9
GO:0030007,E6R1V9
GO:0003951,E6R1W2
GO:0006741,E6R1W2
GO:0016310,E6R1W2
GO:0019674,E6R1W2
GO:0004594,E6R1W7
GO:0005524,E6R1W7
GO:0015937,E6R1W7
GO:0016310,E6R1W7
GO:0004435,E6R1W8
GO:0016042,E6R1W8
GO:0035556,E6R1W8
GO:0003824,E6R1W9
GO:0019441,E6R1W9
GO:0020037,E6R1W9
GO:0046872,E6R1W9
GO:0004326,E6R1X1
GO:0005524,E6R1X1
GO:0005743,E6R1X1
GO:0006730,E6R1X1
GO:0046872,E6R1X1
GO:0003824,E6R1X7
GO:0006596,E6R1X7
GO:0006751,E6R1Y9
GO:0036374,E6R1Y9
GO:0102953,E6R1Y9
GO:0103068,E6R1Y9
GO:0003924,E6R1Z4
GO:0005525,E6R1Z4
GO:0006996,E6R1Z4
GO:0008270,E6R201
GO:0016616,E6R201
GO:0006807,E6R217
GO:0016811,E6R217
GO:0008270,E6R230
GO:0016491,E6R230
GO:0005751,E6R235
GO:0015036,E6R246
GO:0046872,E6R246
GO:0051536,E6R246
GO:0005524,E6R273
GO:0016020,E6R273
GO:0016887,E6R273
GO:0140359,E6R273
GO:0016787,E6R282
GO:0016616,E6R2A7
GO:0051287,E6R2A7
GO:0015031,E6R2B0
GO:0016020,E6R2B0
GO:0035673,E6R2B0
GO:0046961,E6R2C3
GO:0000225,E6R2C4
GO:0006506,E6R2C4
GO:0016020,E6R2C4
GO:0008324,E6R2D2
GO:0016020,E6R2D2
GO:0030001,E6R2D2
GO:0005524,E6R2E0
GO:0016310,E6R2E0
GO:0046177,E6R2E0
GO:0046316,E6R2E0
GO:0016020,E6R2F3
GO:0022857,E6R2F3
GO:0004419,E6R2F9
GO:0044283,E6R2F9
GO:0004100,E6R2H3
GO:0006031,E6R2H3
GO:0016020,E6R2H3
GO:0008509,E6R2J4
GO:0016020,E6R2J4
GO:0098661,E6R2J4
GO:0009058,E6R2J9
GO:0016020,E6R2J9
GO:0016740,E6R2J9
GO:0030170,E6R2J9
GO:0003824,E6R2K7
GO:0071949,E6R2K7
GO:0051213,E6R2M2
GO:0003839,E6R2M3
GO:0006751,E6R2M3
GO:0061928,E6R2M3
GO:0000049,E6R2P1
GO:0004826,E6R2P1
GO:0005524,E6R2P1
GO:0005759,E6R2P1
GO:0006432,E6R2P1
GO:0005739,E6R2P7
GO:0016020,E6R2P7
GO:0055085,E6R2P7
GO:0016791,E6R2Q0
GO:0046856,E6R2Q0
GO:0016491,E6R2R0
GO:0004671,E6R2V6
GO:0005789,E6R2V6
GO:0006481,E6R2V6
GO:0006629,E6R2W4
GO:0016491,E6R2X8
GO:0001522,E6R2Y7
GO:0003723,E6R2Y7
GO:0008033,E6R2Y7
GO:0009982,E6R2Y7
GO:0140907,E6R2Z1
GO:0003924,E6R318
GO:0005525,E6R318
GO:0006996,E6R318
GO:0002083,E6R330
GO:0005743,E6R330
GO:0006744,E6R330
GO:0008299,E6R330
GO:0008412,E6R330
GO:0047293,E6R330
GO:0016020,E6R337
GO:0022857,E6R337
GO:0005886,E6R341
GO:0015385,E6R341
GO:0036376,E6R341
GO:0042391,E6R341
GO:0120029,E6R341
GO:0005524,E6R343
GO:0016874,E6R343
GO:0046872,E6R343
GO:0016020,E6R344
GO:0022857,E6R344
GO:0016020,E6R347
GO:0022857,E6R347
GO:0016020,E6R366
GO:0016020,E6R367
GO:0046872,E6R380
GO:0004418,E6R383
GO:0006783,E6R383
GO:0015267,E6R3A1
GO:0016020,E6R3A1
GO:0004553,E6R3A8
GO:0005975,E6R3A8
GO:0005739,E6R3B2
GO:0016020,E6R3B2
GO:0055085,E6R3B2
GO:0005509,E6R3B9
GO:0005743,E6R3B9
GO:0055085,E6R3B9
GO:0016787,E6R3C3
GO:0016787,E6R3C4
GO:0016616,E6R3D6
GO:0051287,E6R3D6
GO:0016616,E6R3E9
GO:0051287,E6R3E9
GO:0016020,E6R3G0
GO:0006021,E6R3H3
GO:0008934,E6R3H3
GO:0046872,E6R3H3
GO:0052832,E6R3H3
GO:0052833,E6R3H3
GO:0005789,E6R3K6
GO:0006486,E6R3K6
GO:0052917,E6R3K6
GO:0003876,E6R3M1
GO:0032264,E6R3M1
GO:0004169,E6R3P8
GO:0005789,E6R3P8
GO:0006751,E6R3S8
GO:0016020,E6R3S8
GO:0036374,E6R3S8
GO:0102953,E6R3S8
GO:0103068,E6R3S8
GO:0016620,E6R3S9
GO:0016020,E6R3V8
GO:0022857,E6R3V8
GO:0000220,E6R402
GO:0046961,E6R402
GO:0000506,E6R403
GO:0003841,E6R403
GO:0006506,E6R403
GO:0017176,E6R403
GO:0000256,E6R404
GO:0004037,E6R404
GO:0004848,E6R404
GO:0006144,E6R404
GO:0050385,E6R404
GO:0004416,E6R422
GO:0019243,E6R422
GO:0046872,E6R422
GO:0003994,E6R432
GO:0005739,E6R432
GO:0006099,E6R432
GO:0046872,E6R432
GO:0051539,E6R432
GO:0004370,E6R450
GO:0016310,E6R450
GO:0019563,E6R450
GO:0004360,E6R459
GO:0006048,E6R459
GO:0006541,E6R459
GO:0097367,E6R459
GO:0004177,E6R464
GO:0006508,E6R464
GO:0008237,E6R464
GO:0008270,E6R464
GO:0000285,E6R4A4
GO:0005524,E6R4A4
GO:0016310,E6R4A4
GO:0046854,E6R4A4
GO:0046872,E6R4A4
GO:0005975,E6R4A9
GO:0006098,E6R4A9
GO:0017057,E6R4A9
GO:0016020,E6R4B4
GO:0016765,E6R4B4
GO:0019408,E6R4B4
GO:0016491,E6R4C0
GO:0020037,E6R4C0
GO:0046872,E6R4C0
GO:0005388,E6R4C3
GO:0005524,E6R4C3
GO:0016020,E6R4C3
GO:0016887,E6R4C3
GO:0000272,E6R4D0
GO:0004099,E6R4D0
GO:0005886,E6R4D0
GO:0006032,E6R4D0
GO:0071555,E6R4D0
GO:0098552,E6R4D0
GO:0003676,E6R4D3
GO:0005634,E6R4D3
GO:0005694,E6R4D3
GO:0051568,E6R4D3
GO:0140999,E6R4D3
GO:0006661,E6R4D8
GO:0070772,E6R4D8
GO:0016783,E6R4E2
GO:0016491,E6R4E7
GO:0000287,E6R4F8
GO:0016616,E6R4F8
GO:0051287,E6R4F8
GO:0003676,E6R4G3
GO:0004816,E6R4G3
GO:0005524,E6R4G3
GO:0006421,E6R4G3
GO:0000287,E6R4H3
GO:0005524,E6R4H3
GO:0015914,E6R4H3
GO:0016020,E6R4H3
GO:0016887,E6R4H3
GO:0140326,E6R4H3
GO:0016020,E6R4I3
GO:0004622,E6R4J3
GO:0005789,E6R4J3
GO:0016042,E6R4J3
GO:0046470,E6R4J3
GO:0102545,E6R4J3
GO:0006885,E6R4L2
GO:0015385,E6R4L2
GO:0016020,E6R4L2
GO:0006633,E6R4L5
GO:0016020,E6R4P4
GO:0022857,E6R4P4
GO:0016020,E6R4S4
GO:0016020,E6R4T2
GO:0022857,E6R4T2
GO:0016627,E6R4U7
GO:0050660,E6R4U7
GO:0008270,E6R4V8
GO:0016616,E6R4V8
GO:0000287,E6R4X3
GO:0005739,E6R4X3
GO:0016831,E6R4X3
GO:0030976,E6R4X3
GO:0003878,E6R4Z0
GO:0005524,E6R4Z0
GO:0005737,E6R4Z0
GO:0006099,E6R4Z0
GO:0006629,E6R4Z0
GO:0016020,E6R4Z8
GO:0022857,E6R4Z8
GO:0003864,E6R531
GO:0005739,E6R531
GO:0006412,E6R531
GO:0008168,E6R531
GO:0015940,E6R531
GO:0032259,E6R531
GO:0005507,E6R561
GO:0005576,E6R561
GO:0006811,E6R561
GO:0016020,E6R561
GO:0016491,E6R561
GO:0008168,E6R577
GO:0016020,E6R577
GO:0016491,E6R577
GO:0019354,E6R577
GO:0032259,E6R577
GO:0016020,E6R581
GO:0022857,E6R581
GO:0003849,E6R585
GO:0008652,E6R585
GO:0009073,E6R585
GO:0003979,E6R5A2
GO:0006065,E6R5A2
GO:0051287,E6R5A2
GO:0004096,E6R5B3
GO:0006979,E6R5B3
GO:0020037,E6R5B3
GO:0042744,E6R5B3
GO:0046872,E6R5B3
GO:0016020,E6R5B4
GO:0022857,E6R5B4
GO:0016491,E6R5C5
GO:0004096,E6R5E1
GO:0006979,E6R5E1
GO:0020037,E6R5E1
GO:0042744,E6R5E1
GO:0046872,E6R5E1
GO:0005739,E6R5F7
GO:0008260,E6R5F7
GO:0046952,E6R5F7
GO:0005739,E6R5G1
GO:0015039,E6R5G1
GO:0140907,E6R5G1
GO:0006631,E6R5G7
GO:0016746,E6R5G7
GO:0004739,E6R5I5
GO:0006086,E6R5I5
GO:0008453,E6R5J7
GO:0005315,E6R5J9
GO:0006817,E6R5J9
GO:0015293,E6R5J9
GO:0016020,E6R5J9
GO:0016620,E6R5N6
GO:0006865,E6R5P2
GO:0016020,E6R5P2
GO:0022857,E6R5P2
GO:0004516,E6R5P3
GO:0009435,E6R5P3
GO:0016757,E6R5P3
GO:0005751,E6R5Q5
GO:0006123,E6R5Q5
GO:0046872,E6R5Q5
GO:0004587,E6R5Q7
GO:0030170,E6R5Q7
GO:0050155,E6R5Q7
GO:0055129,E6R5Q7
GO:0004553,E6R5R1
GO:0016020,E6R5R1
GO:0071704,E6R5R1
GO:0004489,E6R5R3
GO:0006555,E6R5R3
GO:0035999,E6R5R3
GO:0004089,E6R5R6
GO:0008270,E6R5R6
GO:0005524,E6R5S0
GO:0016020,E6R5S0
GO:0016887,E6R5S0
GO:0140359,E6R5S0
GO:0006629,E6R5S2
GO:0008374,E6R5S2
GO:0016491,E6R5T8
GO:0020037,E6R5T8
GO:0046872,E6R5T8
GO:0008478,E6R5W7
GO:0009443,E6R5W7
GO:0006520,E6R5X7
GO:0016831,E6R5X7
GO:0030170,E6R5X7
GO:0004088,E6R5Y6
GO:0006207,E6R5Y6
GO:0006541,E6R5Y6
GO:0005737,E6R610
GO:0016020,E6R634
GO:0046513,E6R634
GO:0050291,E6R634
GO:0000023,E6R6A3
GO:0090599,E6R6A3
GO:0016020,E6R6A4
GO:0022857,E6R6A4
GO:0008270,E6R6A8
GO:0016616,E6R6A8
GO:0016740,E6R6B5
GO:0006865,E6R6C3
GO:0016020,E6R6C3
GO:0022857,E6R6C3
GO:0016491,E6R6H0
GO:0005789,E6R6H2
GO:0006633,E6R6H2
GO:0016829,E6R6H2
GO:0016491,E6R6I2
GO:0004109,E6R6J6
GO:0006782,E6R6J6
GO:0016020,E6R6K1
GO:0022857,E6R6K1
GO:0000287,E6R6L0
GO:0004610,E6R6L0
GO:0005975,E6R6L0
GO:0006048,E6R6L0
GO:0004630,E6R6P7
GO:0016042,E6R6P7
GO:0070290,E6R6P7
GO:0004362,E6R6Q6
GO:0005737,E6R6Q6
GO:0006749,E6R6Q6
GO:0045454,E6R6Q6
GO:0050660,E6R6Q6
GO:0050661,E6R6Q6
GO:0140907,E6R6Q6
GO:0005789,E6R6T2
GO:0006629,E6R6T2
GO:0016627,E6R6T2
GO:0009448,E6R6T6
GO:0030170,E6R6T6
GO:0034386,E6R6T6
GO:0016020,E6R6T8
GO:0022857,E6R6T8
GO:0016757,E6R6W4
GO:0005524,E6R6X7
GO:0005774,E6R6X7
GO:0012505,E6R6X7
GO:0033180,E6R6X7
GO:0046933,E6R6X7
GO:0046961,E6R6X7
GO:0006520,E6R6Z5
GO:0030170,E6R6Z5
GO:0005739,E6R713
GO:0016020,E6R713
GO:0055085,E6R713
GO:0003863,E6R717
GO:0004553,E6R762
GO:0071704,E6R762
GO:0015937,E6R765
GO:0016874,E6R765
GO:0004748,E6R779
GO:0005524,E6R779
GO:0006260,E6R779
GO:0009263,E6R779
GO:0003676,E6R7A3
GO:0006807,E6R7A3
GO:0008168,E6R7A3
GO:0043414,E6R7A3
GO:0044238,E6R7A3
GO:0016020,E6R7A5
GO:0055085,E6R7A5
GO:0000827,E6R7C4
GO:0000829,E6R7C4
GO:0000832,E6R7C4
GO:0005524,E6R7C4
GO:0005737,E6R7C4
GO:0005856,E6R7C4
GO:0016310,E6R7C4
GO:0033857,E6R7C4
GO:0046872,E6R7C4
GO:0052723,E6R7C4
GO:0052724,E6R7C4
GO:0005975,E6R7E8
GO:0006098,E6R7E8
GO:0017057,E6R7E8
GO:0016616,E6R7H1
GO:0051287,E6R7H1
GO:0005524,E6R7I4
GO:0016020,E6R7I4
GO:0016887,E6R7I4
GO:0140359,E6R7I4
GO:0016020,E6R7J2
GO:0008654,E6R7J4
GO:0016020,E6R7J4
GO:0016780,E6R7J4
GO:0006631,E6R7K2
GO:0016746,E6R7K2
GO:0016020,E6R7L6
GO:0022857,E6R7L6
GO:0006629,E6R7Q8
GO:0008081,E6R7Q8
GO:0004076,E6R7R5
GO:0009102,E6R7R5
GO:0046872,E6R7R5
GO:0051537,E6R7R5
GO:0051539,E6R7R5
GO:0016620,E6R7S3
GO:0004488,E6R7U0
GO:0005975,E6R7V6
GO:0008184,E6R7V6
GO:0030170,E6R7V6
GO:0102250,E6R7V6
GO:0102499,E6R7V6
GO:0004343,E6R7Y7
GO:0006048,E6R7Y7
GO:0005096,E6R817
GO:0007165,E6R817
GO:0005777,E6R843
GO:0006635,E6R843
GO:0016491,E6R843
GO:0008677,E6R865
GO:0015940,E6R865
GO:0000272,E6R8B7
GO:0004099,E6R8B7
GO:0005886,E6R8B7
GO:0006032,E6R8B7
GO:0071555,E6R8B7
GO:0098552,E6R8B7
GO:0004553,E6R8C2
GO:0016020,E6R8C2
GO:0071704,E6R8C2
GO:0004325,E6R8C8
GO:0005743,E6R8C8
GO:0006783,E6R8C8
GO:0000139,E6R8D6
GO:0005789,E6R8D6
GO:0008643,E6R8D6
GO:0030659,E6R8D6
GO:0055085,E6R8D6
GO:0003774,E6R8D7
GO:0003779,E6R8D7
GO:0004100,E6R8D7
GO:0005524,E6R8D7
GO:0016020,E6R8D7
GO:0016459,E6R8D7
GO:0070569,E6R8E6
GO:0005739,E6R8G1
GO:0045277,E6R8G1
GO:0016020,E6R8H2
GO:0016020,E6R8I8
GO:0022857,E6R8I8
GO:0004408,E6R8J6
GO:0005743,E6R8J6
GO:0046872,E6R8J6
GO:0004325,E6R8L8
GO:0016020,E6R8L8
GO:0019354,E6R8L8
GO:0043115,E6R8L8
GO:0004736,E6R8M7
GO:0005524,E6R8M7
GO:0006090,E6R8M7
GO:0006094,E6R8M7
GO:0046872,E6R8M7
GO:0016020,E6R8N2
GO:0022857,E6R8N2
GO:0005524,E6R8R6
GO:0005794,E6R8R6
GO:0017110,E6R8R6
GO:0000309,E6R8R8
GO:0004515,E6R8R8
GO:0009435,E6R8R8
GO:0016020,E6R8S2
GO:0004100,E6R8S7
GO:0016020,E6R8S7
GO:0005739,E6R8W7
GO:0008270,E6R8W7
GO:0016740,E6R8W7
GO:0017136,E6R8W7
GO:0070403,E6R8W7
GO:0006631,E6R8W9
GO:0016616,E6R8W9
GO:0070403,E6R8W9
GO:0008113,E6R8X9
GO:0004729,E6R922
GO:0005743,E6R922
GO:0006782,E6R922
GO:0140907,E6R922
GO:0005634,E6R923
GO:0005694,E6R923
GO:0006355,E6R923
GO:0010452,E6R923
GO:0140955,E6R923
GO:0000287,E6R936
GO:0004016,E6R936
GO:0006171,E6R936
GO:0035556,E6R936
GO:0006099,E6R956
GO:0006108,E6R956
GO:0030060,E6R956
GO:0005975,E6R976
GO:0016906,E6R976
GO:0030259,E6R976
GO:0005739,E6R9A0
GO:0016020,E6R9A0
GO:0055085,E6R9A0
GO:0016627,E6R9A1
GO:0050660,E6R9A1
GO:0016020,E6R9B6
GO:0004239,E6R9B7
GO:0005737,E6R9B7
GO:0006508,E6R9B7
GO:0046872,E6R9B7
GO:0070006,E6R9B7
GO:0005737,E6R9D9
GO:0016279,E6R9D9
GO:0018013,E6R9D9
GO:0018027,E6R9D9
GO:0071885,E6R9D9
GO:0004100,E6R9F6
GO:0005886,E6R9F6
GO:0006031,E6R9F6
GO:0071555,E6R9F6
GO:0004849,E6R9J1
GO:0005524,E6R9J1
GO:0016310,E6R9J1
GO:0043771,E6R9J1
GO:0044206,E6R9J1
GO:0044211,E6R9J1
GO:0005509,E6R9J4
GO:0016491,E6R9L2
GO:0006637,E6R9L6
GO:0047617,E6R9L6
GO:0000210,E6R9L9
GO:0035529,E6R9L9
GO:0000139,E6R9P9
GO:0005789,E6R9P9
GO:0008643,E6R9P9
GO:0030659,E6R9P9
GO:0055085,E6R9P9
GO:0016020,E6R9R2
GO:0022857,E6R9R2
GO:0005524,E6R9S4
GO:0016020,E6R9S4
GO:0016887,E6R9S4
GO:0140359,E6R9S4
GO:0009249,E6R9U4
GO:0033819,E6R9U4
GO:0006596,E6R9U7
GO:0016491,E6R9U7
GO:0016740,E6R9U7
GO:0051920,E6R9V1
GO:0016020,E6R9V4
GO:0022857,E6R9V4
GO:0005524,E6R9X1
GO:0016020,E6R9X1
GO:0016887,E6R9X1
GO:0140359,E6R9X1
GO:0003954,E6R9Y9
GO:0005509,E6R9Y9
GO:0005743,E6R9Y9
GO:0005777,E6R9Y9
GO:0006116,E6R9Y9
GO:0140907,E6R9Y9
GO:0016301,E6RA06
GO:0016310,E6RA06
GO:0046854,E6RA06
GO:0048015,E6RA06
GO:0005524,E6RA11
GO:0005739,E6RA11
GO:0030956,E6RA11
GO:0032543,E6RA11
GO:0050567,E6RA11
GO:0070681,E6RA11
GO:0000050,E6RA13
GO:0004053,E6RA13
GO:0006525,E6RA13
GO:0046872,E6RA13
GO:0003997,E6RA35
GO:0005777,E6RA35
GO:0033540,E6RA35
GO:0071949,E6RA35
GO:0006666,E6RA39
GO:0016020,E6RA39
GO:0030148,E6RA39
GO:0047560,E6RA39
GO:0008972,E6RA50
GO:0009228,E6RA50
GO:0016310,E6RA50
GO:0050334,E6RA50
GO:0000287,E6RA94
GO:0002189,E6RA94
GO:0004749,E6RA94
GO:0005524,E6RA94
GO:0006015,E6RA94
GO:0009156,E6RA94
GO:0009165,E6RA94
GO:0016301,E6RA94
GO:0016310,E6RA94
GO:0031505,E6RA94
GO:0008422,E6RA97
GO:0030245,E6RA97
GO:0102483,E6RA97
GO:0005524,E6RAA4
GO:0016020,E6RAA4
GO:0016887,E6RAA4
GO:0140359,E6RAA4
GO:0008299,E6RAA5
GO:0016740,E6RAA5
GO:0003824,E6RAB9
GO:0006629,E6RAJ1
GO:0016020,E6RAJ1
GO:0004788,E6RAK4
GO:0005524,E6RAK4
GO:0006772,E6RAK4
GO:0009229,E6RAK4
GO:0016301,E6RAK4
GO:0016310,E6RAK4
GO:0030975,E6RAK4
GO:0016020,E6RAL5
GO:0022857,E6RAL5
GO:0016301,E6RAM3
GO:0016310,E6RAM3
GO:0004784,E6RAP5
GO:0046872,E6RAP5
GO:0008299,E6RAR2
GO:0016740,E6RAR2
GO:0005524,E6RAT2
GO:0016020,E6RAT2
GO:0016887,E6RAT2
GO:0140359,E6RAT2
GO:0005737,E6RAT6
GO:0016020,E6RAT6
GO:0016462,E6RAT6
GO:0046872,E6RAT6
GO:0006629,E6RAU0
GO:0008081,E6RAU0
GO:0016020,E6RAU7
GO:0022857,E6RAU7
GO:0004471,E6RAW3
GO:0046872,E6RAW3
GO:0051287,E6RAW3
GO:0006631,E6RAY2
GO:0016616,E6RAY2
GO:0070403,E6RAY2
GO:0004846,E6RAY3
GO:0005777,E6RAY3
GO:0006144,E6RAY3
GO:0019628,E6RAY3
GO:0016020,E6RB11
GO:0022857,E6RB11
GO:0006744,E6RB23
GO:0008681,E6RB23
GO:0016709,E6RB23
GO:0031314,E6RB23
GO:0071949,E6RB23
GO:0106364,E6RB23
GO:0140907,E6RB23
GO:0008670,E6RB46
GO:0009062,E6RB46
GO:0003873,E6RB62
GO:0005524,E6RB62
GO:0006000,E6RB62
GO:0006003,E6RB62
GO:0004462,E6RB64
GO:0046872,E6RB64
GO:0004612,E6RB66
GO:0005524,E6RB66
GO:0006094,E6RB66
GO:0008643,E6RB73
GO:0016020,E6RB73
GO:0022857,E6RB73
GO:0005789,E6RB97
GO:0006506,E6RB97
GO:0008374,E6RB97
GO:0016020,E6RBE4
GO:0022857,E6RBE4
GO:0016491,E6RBG0
GO:0003824,E6RBI3
GO:0005992,E6RBI3
GO:0016652,E6RBJ0
GO:0004451,E6RBJ5
GO:0019752,E6RBJ5
GO:0046421,E6RBJ5
GO:0046872,E6RBJ5
GO:0008643,E6RBL5
GO:0016020,E6RBL5
GO:0022857,E6RBL5
GO:0004815,E6RBN0
GO:0005524,E6RBN0
GO:0005737,E6RBN0
GO:0006422,E6RBN0
GO:0004553,E6RBP3
GO:0005975,E6RBP3
GO:0016020,E6RBP3
GO:0016020,E6RBP9
GO:0000293,E6RBQ6
GO:0006826,E6RBQ6
GO:0016020,E6RBQ6
GO:0004630,E6RBS5
GO:0006654,E6RBS5
GO:0015031,E6RBS5
GO:0016042,E6RBS5
GO:0035091,E6RBS5
GO:0048017,E6RBS5
GO:0070290,E6RBS5
GO:0110165,E6RBS5
GO:0004592,E6RBV0
GO:0015940,E6RBV0
GO:0030170,E6RBV7
GO:0031071,E6RBV7
GO:0044571,E6RBV7
GO:0046872,E6RBV7
GO:0051536,E6RBV7
GO:0004828,E6RBW4
GO:0005524,E6RBW4
GO:0006434,E6RBW4
GO:0003999,E6RC06
GO:0005737,E6RC06
GO:0006166,E6RC06
GO:0006168,E6RC06
GO:0044209,E6RC06
GO:0016020,E6RC12
GO:0022857,E6RC12
GO:0004609,E6RC15
GO:0006646,E6RC15
GO:0016020,E6RC31
GO:0005886,E6RC55
GO:0008519,E6RC55
GO:0006099,E6RC73
GO:0000139,E6RC86
GO:0004609,E6RC86
GO:0005509,E6RC86
GO:0005795,E6RC86
GO:0006646,E6RC86
GO:0010008,E6RC86
GO:0016540,E6RC86
GO:0016020,E6RC89
GO:0005774,E6RCA7
GO:0033179,E6RCA7
GO:0046961,E6RCA7
GO:0005739,E6RCB4
GO:0008612,E6RCB4
GO:0005506,E6RCF1
GO:0006541,E6RCF1
GO:0010181,E6RCF1
GO:0016040,E6RCF1
GO:0050660,E6RCF1
GO:0051538,E6RCF1
GO:0097054,E6RCF1
GO:0140907,E6RCF1
GO:0005506,E6RCG1
GO:0005634,E6RCG1
GO:0005737,E6RCG1
GO:0010308,E6RCG1
GO:0010309,E6RCG1
GO:0016151,E6RCG1
GO:0019509,E6RCG1
GO:0000287,E6RCG8
GO:0005524,E6RCG8
GO:0015914,E6RCG8
GO:0016020,E6RCG8
GO:0016887,E6RCG8
GO:0140326,E6RCG8
GO:0005743,E6RCG9
GO:0055085,E6RCG9
GO:0003723,E6RCJ9
GO:0004831,E6RCJ9
GO:0005524,E6RCJ9
GO:0006437,E6RCJ9
GO:0004134,E6RCL4
GO:0004135,E6RCL4
GO:0005737,E6RCL4
GO:0005980,E6RCL4
GO:0005739,E6RCM8
GO:0016740,E6RCM8
GO:0046872,E6RCM8
GO:0070403,E6RCM8
GO:0004096,E6RCN7
GO:0006979,E6RCN7
GO:0020037,E6RCN7
GO:0042744,E6RCN7
GO:0046872,E6RCN7
GO:0008643,E6RCN9
GO:0016020,E6RCN9
GO:0055085,E6RCN9
GO:0016779,E6RCP5
GO:0003841,E6RCP7
GO:0008654,E6RCP7
GO:0016020,E6RCP7
GO:0000256,E6RCU1
GO:0004038,E6RCU1
GO:0008270,E6RCU1
GO:0050897,E6RCU1
GO:0004378,E6RCU9
GO:0005789,E6RCU9
GO:0006486,E6RCU9
GO:0102704,E6RCU9
GO:0016740,E6RCV4
GO:0015204,E6RCW2
GO:0016020,E6RCW2
GO:0016020,E6RCW3
GO:0055085,E6RCW3
GO:0003824,E6RCW6
GO:0004553,E6RCX6
GO:0005975,E6RCX6
GO:0016020,E6RCX6
GO:0004352,E6RCZ2
GO:0019551,E6RCZ2
GO:0005524,E6RD01
GO:0016020,E6RD01
GO:0016887,E6RD01
GO:0140359,E6RD01
GO:0004017,E6RD32
GO:0005524,E6RD32
GO:0005758,E6RD32
GO:0005829,E6RD32
GO:0006172,E6RD32
GO:0016310,E6RD32
GO:0046033,E6RD32
GO:0046034,E6RD32
GO:0005774,E6RD40
GO:0033179,E6RD40
GO:0046961,E6RD40
GO:0015031,E6RD72
GO:0016020,E6RD72
GO:0035673,E6RD72
GO:0006744,E6RD74
GO:0031314,E6RD74
GO:0016616,E6RD81
GO:0016020,E6RD89
GO:0022857,E6RD89
GO:0005524,E6RDB4
GO:0005783,E6RDB4
GO:0016887,E6RDB4
GO:0045048,E6RDB4
GO:0046872,E6RDB4
GO:0009263,E6RDC1
GO:0016491,E6RDC1
GO:0004852,E6RDC8
GO:0006780,E6RDC8
GO:0006782,E6RDC8
GO:0016020,E6RDD2
GO:0016491,E6RDE0
GO:0004364,E6RDE7
GO:0005247,E6RDI6
GO:0016020,E6RDI6
GO:0004674,E6RDK7
GO:0005524,E6RDK7
GO:0005942,E6RDK7
GO:0006468,E6RDK7
GO:0016236,E6RDK7
GO:0045324,E6RDK7
GO:0003824,E6RDM2
GO:0071949,E6RDM2
GO:0009263,E6RDM3
GO:0016491,E6RDM3
GO:0004359,E6RDN7
GO:0006541,E6RDN7
GO:0042823,E6RDN7
GO:0005975,E6RDR6
GO:0030246,E6RDR6
GO:0047938,E6RDR6
GO:0004616,E6RDR8
GO:0006098,E6RDR8
GO:0019521,E6RDR8
