LogFC_ATS_AC_wo,Reaction,NAME,EQUATION,SUBSYSTEM
1.74845713605974,r_0241,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)",14-demethyllanosterol[c] + 3 H+[c] + 3 NADPH[c] + 3 oxygen[c] => 4beta-methylzymosterol-4alpha-carboxylic acid[c] + 4 H2O[c] + 3 NADP(+)[c],Biosynthesis of antibiotics;Steroid biosynthesis
1.71328175934735,r_0242,C-5 sterol desaturase,"episterol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,24(28)-trien-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]",Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Steroid biosynthesis
1.69204808217911,r_0243,C-8 sterol isomerase,fecosterol[c] => episterol[c],Biosynthesis of antibiotics;Steroid biosynthesis
1.72668163881719,r_0244,C-s24 sterol reductase,"ergosta-5,7,22,24(28)-tetraen-3beta-ol[er] + H+[er] + NADPH[er] => ergosterol[er] + NADP(+)[er]",Biosynthesis of antibiotics;Steroid biosynthesis
2.11700893440983,r_0250,carbamoyl-phosphate synthase (glutamine-hydrolysing),2 ATP[c] + bicarbonate[c] + H2O[c] + L-glutamine[c] => 2 ADP[c] + carbamoyl phosphate[c] + 2 H+[c] + L-glutamate[c] + phosphate[c],"Alanine, aspartate and glutamate metabolism;Pyrimidine metabolism"
1.90919554173641,r_0252,carnitine O-acetyltransferase,(R)-carnitine[c] + acetyl-CoA[c] => coenzyme A[c] + O-acetylcarnitine[c],Peroxisome
2.39558499183371,r_0253,carnitine O-acetyltransferase,(R)-carnitine[p] + acetyl-CoA[p] => coenzyme A[p] + O-acetylcarnitine[p],Peroxisome
1.90919554173641,r_0254,carnitine O-acetyltransferase,coenzyme A[m] + O-acetylcarnitine[m] => (R)-carnitine[m] + acetyl-CoA[m],Peroxisome
2.71620131667611,r_0255,catalase,2 hydrogen peroxide[c] => 2 H2O[c] + oxygen[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glyoxylate and dicarboxylate metabolism;Longevity regulating pathway - multiple species;MAPK signaling pathway - yeast;Peroxisome;Tryptophan metabolism
2.39305185018691,r_0256,catalase,2 hydrogen peroxide[p] => 2 H2O[p] + oxygen[p],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glyoxylate and dicarboxylate metabolism;Longevity regulating pathway - multiple species;MAPK signaling pathway - yeast;Peroxisome;Tryptophan metabolism
2.28222337061592,r_0278,chorismate mutase,chorismate[c] => prephenate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
2.29195857507356,r_0279,chorismate synthase,5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] => chorismate[c] + phosphate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
1.94988379882038,r_0300,citrate synthase,acetyl-CoA[m] + H2O[m] + oxaloacetate[m] => citrate[m] + coenzyme A[m] + H+[m],2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism
2.40747545136692,r_0301,"citrate synthase, peroxisomal",acetyl-CoA[p] + H2O[p] + oxaloacetate[p] => citrate[p] + coenzyme A[p] + H+[p],2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism
2.36484939213503,r_0306,CTP synthase (glutamine),ATP[c] + H2O[c] + L-glutamine[c] + UTP[c] => ADP[c] + CTP[c] + 2 H+[c] + L-glutamate[c] + phosphate[c],Pyrimidine metabolism
2.34377020133942,r_0307,CTP synthase (NH3),ammonium[c] + ATP[c] + UTP[c] => ADP[c] + CTP[c] + 2 H+[c] + phosphate[c],Pyrimidine metabolism
2.02065064446085,r_0308,cystathionine b-lyase,H2O[c] + L-cystathionine[c] => ammonium[c] + L-homocysteine[c] + pyruvate[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Selenocompound metabolism
1.70011090746295,r_0311,cystathionine gamma-synthase,L-cysteine[c] + O-acetyl-L-homoserine[c] => acetate[c] + H+[c] + L-cystathionine[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Selenocompound metabolism;Sulfur metabolism
2.19496675431184,r_0312,cysteine synthase,hydrogen sulfide[c] + O-acetyl-L-serine[c] => acetate[c] + H+[c] + L-cysteine[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Cysteine and methionine metabolism;Sulfur metabolism
1.63386879303229,r_0317,cytochrome P450 lanosterol 14-alpha-demethylase (NADP),"2 H+[c] + lanosterol[c] + 3 NADPH[c] + 3 oxygen[c] => 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + formate[c] + 4 H2O[c] + 3 NADP(+)[c]",Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Steroid biosynthesis
9.67344982984624,r_0326,dCMP deaminase,dCMP[c] + H+[c] + H2O[c] <=> ammonium[c] + dUMP[c],Pyrimidine metabolism
2.21153247315156,r_0327,dCTP deaminase,dCTP[c] + H+[c] + H2O[c] => ammonium[c] + dUTP[c],Pyrimidine metabolism
2.21171276772948,r_0330,deoxyguanylate kinase (dGMP:ATP),ATP[c] + dGMP[c] <=> ADP[c] + dGDP[c],Purine metabolism
2.37939667404044,r_0344,dihydrofolate reductase,dihydrofolic acid[c] + H+[c] + NADPH[c] => NADP(+)[c] + THF[c],Folate biosynthesis;One carbon pool by folate
2.15531740924382,r_0352,"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)","(R)-2,3-dihydroxy-3-methylbutanoate[m] => 3-methyl-2-oxobutanoate[m] + H2O[m]","2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Valine, leucine and isoleucine biosynthesis"
2.30974130455946,r_0353,"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)","(2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] => (S)-3-methyl-2-oxopentanoate[m] + H2O[m]","2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Valine, leucine and isoleucine biosynthesis"
1.21744316887761,r_0354,dihydroxyacetone kinase,ATP[c] + glycerone[c] => ADP[c] + dihydroxyacetone phosphate[c] + H+[c],Carbon metabolism;Fructose and mannose metabolism;Glycerolipid metabolism
1.60025392938508,r_0355,dimethylallyltranstransferase,isopentenyl diphosphate[c] + prenyl diphosphate(3-)[c] => diphosphate[c] + geranyl diphosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis
2.21153247306099,r_0363,dTMP kinase,ATP[c] + dTMP[c] => ADP[c] + dTDP[c],Pyrimidine metabolism
2.21153247305747,r_0364,dUTP diphosphatase,dUTP[c] + H2O[c] => diphosphate[c] + dUMP[c] + H+[c],Pyrimidine metabolism
1.8915699204118,r_0438,ferrocytochrome-c:oxygen oxidoreductase,ferrocytochrome c[m] + 1.266 H+[m] + 0.25 oxygen[m] => ferricytochrome c[m] + 0.633 H+[c] + 0.5 H2O[m],Oxidative phosphorylation;Sulfur metabolism
1.8915699204118,r_0439,ubiquinol:ferricytochrome c reductase,2 ferricytochrome c[m] + 1.266 H+[m] + ubiquinol-6[m] => 2 ferrocytochrome c[m] + 2.532 H+[c] + ubiquinone-6[m],Oxidative phosphorylation;Sulfur metabolism
1.24483676109872,r_0446,formate-tetrahydrofolate ligase,ATP[c] + formate[c] + THF[c] <=> 10-formyl-THF[c] + ADP[c] + phosphate[c],One carbon pool by folate
2.21153247308445,r_0448,"fructose-2,6-bisphosphate 2-phosphatase","beta-D-fructose 2,6-bisphosphate[c] + H2O[c] => D-fructose 6-phosphate[c] + phosphate[c]",Fructose and mannose metabolism
2.21153247316,r_0449,fructose-bisphosphatase,"D-fructose 1,6-bisphosphate[c] + H2O[c] => D-fructose 6-phosphate[c] + phosphate[c]",Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Gluconeogenesis;Glycolysis;Pentose phosphate pathway
1.40770988229486,r_0451,fumarase,fumarate[m] + H2O[m] <=> (S)-malate[m],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Pyruvate metabolism
2.37939667403042,r_0453,dihydoorotic acid dehydrogenase,(S)-dihydroorotate[c] + fumarate[c] => orotate[c] + succinate[c],Pyrimidine metabolism
2.21153247310363,r_0454,fumarate reductase,FADH2[m] + fumarate[m] <=> FAD[m] + succinate[m],
2.21153247313604,r_0460,gamma-glutamylcysteine synthetase,ATP[c] + L-cysteine[c] + L-glutamate[c] => ADP[c] + H+[c] + L-gamma-glutamyl-L-cysteine[c] + phosphate[c],Cysteine and methionine metabolism;Glutathione metabolism
1.60025392938508,r_0462,geranyltranstransferase,geranyl diphosphate[c] + isopentenyl diphosphate[c] => farnesyl diphosphate[c] + diphosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis
1.94836022558797,r_0468,glutamate 5-kinase,ATP[c] + L-glutamate[c] => ADP[c] + L-gamma-glutamyl phosphate[c],Arginine and proline metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Carbapenem biosynthesis
2.21153247323671,r_0470,glutamate dehydrogenase (NAD),H2O[c] + L-glutamate[c] + NAD[c] => 2-oxoglutarate[c] + ammonium[c] + H+[c] + NADH[c],"Alanine, aspartate and glutamate metabolism;Arginine biosynthesis;Nitrogen metabolism;Taurine and hypotaurine metabolism"
1.92243572395541,r_0471,glutamate dehydrogenase (NADP),2-oxoglutarate[c] + ammonium[c] + H+[c] + NADPH[c] => H2O[c] + L-glutamate[c] + NADP(+)[c],"Alanine, aspartate and glutamate metabolism;Arginine biosynthesis;Nitrogen metabolism"
1.92243572400933,r_0472,glutamate synthase (NADH2),2-oxoglutarate[c] + H+[c] + L-glutamine[c] + NADH[c] => 2 L-glutamate[c] + NAD[c],"Alanine, aspartate and glutamate metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Nitrogen metabolism"
1.94836022558797,r_0473,glutamate-5-semialdehyde dehydrogenase,H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c],Arginine and proline metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbapenem biosynthesis
2.21153247319685,r_0475,glutaminase,H2O[c] + L-glutamine[c] => ammonium[c] + L-glutamate[c],
1.92243572395237,r_0476,glutamine synthetase,ammonium[c] + ATP[c] + L-glutamate[c] => ADP[c] + H+[c] + L-glutamine[c] + phosphate[c],"Alanine, aspartate and glutamate metabolism;Arginine biosynthesis;Biosynthesis of amino acids;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism"
2.20280987126521,r_0477,glutamine-fructose-6-phosphate transaminase,D-fructose 6-phosphate[c] + L-glutamine[c] => alpha-D-glucosamine 6-phosphate[c] + L-glutamate[c],"Alanine, aspartate and glutamate metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of antibiotics"
2.21153247308945,r_0481,glutathione oxidoreductase,glutathione disulfide[c] + H+[c] + NADPH[c] => 2 glutathione[c] + NADP(+)[c],Glutathione metabolism
2.21153247309318,r_0483,glutathione peridoxase,2 glutathione[c] + hydrogen peroxide[c] <=> glutathione disulfide[c] + 2 H2O[c],Glutathione metabolism
2.21153247313604,r_0485,glutathione synthetase,ATP[c] + L-gamma-glutamyl-L-cysteine[c] + L-glycine[c] => ADP[c] + glutathione[c] + H+[c] + phosphate[c],Cysteine and methionine metabolism;Glutathione metabolism
2.21153247317467,r_0488,glycerol kinase,ATP[c] + glycerol[c] => ADP[c] + glycerol 3-phosphate[c] + H+[c],Glycerolipid metabolism
1.21744316887761,r_0489,glycerol-3-phosphatase,glycerol 3-phosphate[c] + H2O[c] => glycerol[c] + phosphate[c],Glycerolipid metabolism
2.21153247310363,r_0490,glycerol-3-phosphate dehydrogenase (fad),FAD[m] + glycerol 3-phosphate[m] => dihydroxyacetone phosphate[m] + FADH2[m],Biosynthesis of secondary metabolites;Glycerophospholipid metabolism
1.21365664946466,r_0491,glycerol-3-phosphate dehydrogenase (NAD),dihydroxyacetone phosphate[c] + H+[c] + NADH[c] => glycerol 3-phosphate[c] + NAD[c],Biosynthesis of secondary metabolites;Glycerophospholipid metabolism;MAPK signaling pathway - yeast
2.06445255353339,r_0499,glycinamide ribotide transformylase,10-formyl-THF[c] + 5-phospho-ribosyl-glycineamide[c] => 5'-phosphoribosyl-N-formylglycineamide[c] + H+[c] + THF[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;One carbon pool by folate;Purine metabolism
1.94053921859048,r_0501,glycine cleavage system,"L-glycine[m] + NAD[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + carbon dioxide[m] + NADH[m]","Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
4.14810973949837,r_0502,glycine hydroxymethyltransferase,"L-serine[c] + THF[c] <=> 5,10-methylenetetrahydrofolate[c] + H2O[c] + L-glycine[c]","Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate"
2.50493689491865,r_0503,glycine hydroxymethyltransferase,"L-serine[m] + THF[m] <=> 5,10-methylenetetrahydrofolate[m] + H2O[m] + L-glycine[m]","Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate"
1.94053921853593,r_0504,glycine-cleavage complex (lipoamide),H+[m] + L-glycine[m] + lipoamide[m] => carbon dioxide[m] + S(8)-aminomethyldihydrolipoamide[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.94843838494435,r_0505,glycine-cleavage complex (lipoamide),dihydrolipoamide[m] + NAD[m] => H+[m] + lipoamide[m] + NADH[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;Lysine degradation;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Tryptophan metabolism;Valine, leucine and isoleucine degradation"
1.94053921854566,r_0506,glycine-cleavage complex (lipoylprotein),H+[m] + L-glycine[m] + lipoylprotein[m] => carbon dioxide[m] + S(8)-aminomethyldihydrolipoylprotein[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.94053921854566,r_0507,glycine-cleavage complex (lipoylprotein),"S(8)-aminomethyldihydrolipoylprotein[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + dihydrolipoylprotein[m]","Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.94053921854566,r_0508,glycine-cleavage complex (lipoylprotein),dihydrolipoylprotein[m] + NAD[m] => H+[m] + lipoylprotein[m] + NADH[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.94053921853593,r_0509,glycine-cleavage system (lipoamide),"S(8)-aminomethyldihydrolipoamide[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + dihydrolipoamide[m]","Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
2.36353556657796,r_0534,hexokinase (D-glucose:ATP),ATP[c] + D-glucose[c] => ADP[c] + D-glucose 6-phosphate[c] + H+[c],Amino sugar and nucleotide sugar metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Galactose metabolism;Gluconeogenesis;Glycolysis;Starch and sucrose metabolism
2.2303155735668,r_0536,histidinol dehydrogenase,H2O[c] + L-histidinol[c] + 2 NAD[c] => 3 H+[c] + L-histidine[c] + 2 NADH[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
2.2303155735668,r_0537,histidinol-phosphatase,H2O[c] + L-histidinol phosphate[c] => L-histidinol[c] + phosphate[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
2.2303155735668,r_0538,histidinol-phosphate transaminase,3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] + L-glutamate[c] => 2-oxoglutarate[c] + L-histidinol phosphate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Histidine metabolism;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Tyrosine metabolism"
1.56500701527964,r_0542,homoacontinate hydratase,"but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m] <=> homoisocitrate[m]",2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Lysine biosynthesis
1.58535019344087,r_0545,homoisocitrate dehydrogenase,homoisocitrate[m] + NAD[m] => 2-oxoadipic acid[m] + carbon dioxide[m] + H+[m] + NADH[m],2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Lysine biosynthesis
1.64485090657753,r_0546,homoserine dehydrogenase (NADH),H+[c] + L-aspartate 4-semialdehyde[c] + NADH[c] => L-homoserine[c] + NAD[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;Lysine biosynthesis"
1.70115175458272,r_0547,homoserine dehydrogenase (NADP),H+[c] + L-aspartate 4-semialdehyde[c] + NADPH[c] => L-homoserine[c] + NADP(+)[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;Lysine biosynthesis"
1.89205914277239,r_0548,homoserine kinase,ATP[c] + L-homoserine[c] => ADP[c] + H+[c] + O-phospho-L-homoserine[c],"Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism"
1.66748963655356,r_0549,homoserine O-trans-acetylase,acetyl-CoA[c] + L-homoserine[c] => coenzyme A[c] + O-acetyl-L-homoserine[c],Biosynthesis of antibiotics;Cysteine and methionine metabolism
2.21153247315035,r_0550,hydrogen peroxide reductase (thioredoxin),hydrogen peroxide[c] + TRX1[c] => 2 H2O[c] + TRX1 disulphide[c],
1.50403906224951,r_0558,hydroxymethylglutaryl CoA reductase,3-hydroxy-3-methylglutaryl-CoA[c] + 2 H+[c] + 2 NADPH[c] => (R)-mevalonate[c] + coenzyme A[c] + 2 NADP(+)[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis
1.40590910758941,r_0559,hydroxymethylglutaryl CoA synthase,acetoacetyl-CoA[c] + acetyl-CoA[c] + H2O[c] => 3-hydroxy-3-methylglutaryl-CoA[c] + coenzyme A[c] + H+[c],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Butanoate metabolism;Synthesis and degradation of ketone bodies;Terpenoid backbone biosynthesis;Valine, leucine and isoleucine degradation"
1.75668131788605,r_0560,hydroxymethylglutaryl CoA synthase,acetoacetyl-CoA[m] + acetyl-CoA[m] + H2O[m] => 3-hydroxy-3-methylglutaryl-CoA[m] + coenzyme A[m] + H+[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Butanoate metabolism;Synthesis and degradation of ketone bodies;Terpenoid backbone biosynthesis;Valine, leucine and isoleucine degradation"
2.2303155735668,r_0563,Imidazole-glycerol-3-phosphate synthase,5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide[c] + L-glutamine[c] => AICAR[c] + D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] + H+[c] + L-glutamate[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
2.2303155735668,r_0564,imidazoleglycerol-phosphate dehydratase,D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] => 3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] + H2O[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
2.36438418445599,r_0566,indole-3-glycerol-phosphate synthase,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c] + H+[c] => 1-C-(indol-3-yl)glycerol 3-phosphate[c] + carbon dioxide[c] + H2O[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
2.36438418445599,r_0567,indole-3-pyruvate decarboxylase,H+[c] + indole-3-pyruvate[c] => carbon dioxide[c] + indol-3-ylacetaldehyde[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Gluconeogenesis;Glycolysis
1.77479928226896,r_0568,inorganic diphosphatase,diphosphate[c] + H2O[c] => H+[c] + 2 phosphate[c],Oxidative phosphorylation
1.6047788806682,r_0569,inorganic diphosphatase,diphosphate[m] + H2O[m] => H+[m] + 2 phosphate[m],Oxidative phosphorylation
2.19759353005227,r_0646,IPS phospholipase C,H2O[er] + inositol-P-ceramide A (C24)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-1 (C24)[er],Sphingolipid metabolism
2.19759353003592,r_0647,IPS phospholipase C,H2O[er] + inositol-P-ceramide A (C26)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-1 (C26)[er],Sphingolipid metabolism
1.45957773922191,r_0658,isocitrate dehydrogenase (NAD+),isocitrate[m] + NAD[m] => 2-oxoglutarate[m] + carbon dioxide[m] + NADH[m],2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle)
2.12423922871248,r_0662,isocitrate lyase,isocitrate[c] => glyoxylate[c] + succinate[c],Biosynthesis of secondary metabolites;Carbon metabolism;Glyoxylate and dicarboxylate metabolism
1.60025392938508,r_0667,isopentenyl-diphosphate D-isomerase,isopentenyl diphosphate[c] <=> prenyl diphosphate(3-)[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis
2.30974130455946,r_0669,ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate),"(S)-2-acetyl-2-hydroxybutanoate[m] + H+[m] + NADPH[m] => (2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] + NADP(+)[m]","2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Valine, leucine and isoleucine biosynthesis"
2.35442003816282,r_0678,L-aminoadipate-semialdehyde dehydrogenase (NADPH),ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c] => AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Lysine biosynthesis;Pantothenate and CoA biosynthesis
2.21153247316197,r_0679,L-asparaginase,H2O[c] + L-asparagine[c] => ammonium[c] + L-aspartate[c],"Alanine, aspartate and glutamate metabolism;Biosynthesis of secondary metabolites"
2.21153247312483,r_0680,L-asparaginase,H2O[e] + L-asparagine[e] => ammonium[e] + L-aspartate[e],
2.02065064448402,r_0689,L-serine deaminase,L-serine[c] => ammonium[c] + pyruvate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;Valine, leucine and isoleucine biosynthesis"
1.67759859100165,r_0692,L-threonine deaminase,L-threonine[c] => 2-oxobutanoate[c] + ammonium[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;Valine, leucine and isoleucine biosynthesis"
1.67759859097212,r_0693,L-threonine deaminase,L-threonine[m] => 2-oxobutanoate[m] + ammonium[m],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glycine, serine and threonine metabolism;Valine, leucine and isoleucine biosynthesis"
1.43216876502563,r_0698,lanosterol synthase,"(S)-2,3-epoxysqualene[c] => lanosterol[c]",Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Steroid biosynthesis
2.26162653169472,r_0717,malate synthase,acetyl-CoA[p] + glyoxylate[p] + H2O[p] => (S)-malate[p] + coenzyme A[p] + H+[p],Biosynthesis of secondary metabolites;Carbon metabolism;Glyoxylate and dicarboxylate metabolism;Pyruvate metabolism
1.56526507560848,r_0718,malic enzyme (NAD),(S)-malate[m] + NAD[m] => carbon dioxide[m] + NADH[m] + pyruvate[m],Carbon metabolism;Pyruvate metabolism
1.20586179334976,r_0724,methenyltetrahydrifikate cyclohydrolase,"5,10-methenyl-THF[m] + H2O[m] <=> 10-formyl-THF[m] + H+[m]",One carbon pool by folate
2.66034135282418,r_0726,methionine adenosyltransferase,ATP[c] + H2O[c] + L-methionine[c] => diphosphate[c] + phosphate[c] + S-adenosyl-L-methionine[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism
2.66034135282418,r_0727,methionine synthase,5-methyltetrahydrofolate[c] + L-homocysteine[c] => H+[c] + L-methionine[c] + THF[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Selenocompound metabolism
2.21153247316742,r_0731,methylenetetrahydrofolate dehydrogenase (NAD),"5,10-methylenetetrahydrofolate[c] + NAD[c] => 5,10-methenyl-THF[c] + NADH[c]",One carbon pool by folate
