LogFC_Ac_ATS_Par,Reaction,NAME,EQUATION,SUBSYSTEM
1.43098403628425,r_0460,gamma-glutamylcysteine synthetase,ATP[c] + L-cysteine[c] + L-glutamate[c] => ADP[c] + H+[c] + L-gamma-glutamyl-L-cysteine[c] + phosphate[c],Cysteine and methionine metabolism;Glutathione metabolism
1.33028499396054,r_0468,glutamate 5-kinase,ATP[c] + L-glutamate[c] => ADP[c] + L-gamma-glutamyl phosphate[c],Arginine and proline metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Carbapenem biosynthesis
1.43098403626894,r_0470,glutamate dehydrogenase (NAD),H2O[c] + L-glutamate[c] + NAD[c] => 2-oxoglutarate[c] + ammonium[c] + H+[c] + NADH[c],"Alanine, aspartate and glutamate metabolism;Arginine biosynthesis;Nitrogen metabolism;Taurine and hypotaurine metabolism"
1.27517862966202,r_0471,glutamate dehydrogenase (NADP),2-oxoglutarate[c] + ammonium[c] + H+[c] + NADPH[c] => H2O[c] + L-glutamate[c] + NADP(+)[c],"Alanine, aspartate and glutamate metabolism;Arginine biosynthesis;Nitrogen metabolism"
1.27517862966066,r_0472,glutamate synthase (NADH2),2-oxoglutarate[c] + H+[c] + L-glutamine[c] + NADH[c] => 2 L-glutamate[c] + NAD[c],"Alanine, aspartate and glutamate metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Nitrogen metabolism"
1.33028499396054,r_0473,glutamate-5-semialdehyde dehydrogenase,H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c],Arginine and proline metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbapenem biosynthesis
1.43098403626962,r_0475,glutaminase,H2O[c] + L-glutamine[c] => ammonium[c] + L-glutamate[c],
1.27517862964693,r_0476,glutamine synthetase,ammonium[c] + ATP[c] + L-glutamate[c] => ADP[c] + H+[c] + L-glutamine[c] + phosphate[c],"Alanine, aspartate and glutamate metabolism;Arginine biosynthesis;Biosynthesis of amino acids;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism"
1.42226143422772,r_0477,glutamine-fructose-6-phosphate transaminase,D-fructose 6-phosphate[c] + L-glutamine[c] => alpha-D-glucosamine 6-phosphate[c] + L-glutamate[c],"Alanine, aspartate and glutamate metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of antibiotics"
1.43098403628824,r_0481,glutathione oxidoreductase,glutathione disulfide[c] + H+[c] + NADPH[c] => 2 glutathione[c] + NADP(+)[c],Glutathione metabolism
1.43098403628762,r_0483,glutathione peridoxase,2 glutathione[c] + hydrogen peroxide[c] <=> glutathione disulfide[c] + 2 H2O[c],Glutathione metabolism
1.43098403628425,r_0485,glutathione synthetase,ATP[c] + L-gamma-glutamyl-L-cysteine[c] + L-glycine[c] => ADP[c] + glutathione[c] + H+[c] + phosphate[c],Cysteine and methionine metabolism;Glutathione metabolism
1.43098403628389,r_0488,glycerol kinase,ATP[c] + glycerol[c] => ADP[c] + glycerol 3-phosphate[c] + H+[c],Glycerolipid metabolism
1.43098403627382,r_0490,glycerol-3-phosphate dehydrogenase (fad),FAD[m] + glycerol 3-phosphate[m] => dihydroxyacetone phosphate[m] + FADH2[m],Biosynthesis of secondary metabolites;Glycerophospholipid metabolism
1.34144940125918,r_0499,glycinamide ribotide transformylase,10-formyl-THF[c] + 5-phospho-ribosyl-glycineamide[c] => 5'-phosphoribosyl-N-formylglycineamide[c] + H+[c] + THF[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;One carbon pool by folate;Purine metabolism
1.29826908986112,r_0501,glycine cleavage system,"L-glycine[m] + NAD[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + carbon dioxide[m] + NADH[m]","Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.64654242572376,r_0502,glycine hydroxymethyltransferase,"L-serine[c] + THF[c] <=> 5,10-methylenetetrahydrofolate[c] + H2O[c] + L-glycine[c]","Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate"
1.54206226370315,r_0503,glycine hydroxymethyltransferase,"L-serine[m] + THF[m] <=> 5,10-methylenetetrahydrofolate[m] + H2O[m] + L-glycine[m]","Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate"
1.29826908984579,r_0504,glycine-cleavage complex (lipoamide),H+[m] + L-glycine[m] + lipoamide[m] => carbon dioxide[m] + S(8)-aminomethyldihydrolipoamide[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.20327955115753,r_0505,glycine-cleavage complex (lipoamide),dihydrolipoamide[m] + NAD[m] => H+[m] + lipoamide[m] + NADH[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;Lysine degradation;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Tryptophan metabolism;Valine, leucine and isoleucine degradation"
1.29826908985109,r_0506,glycine-cleavage complex (lipoylprotein),H+[m] + L-glycine[m] + lipoylprotein[m] => carbon dioxide[m] + S(8)-aminomethyldihydrolipoylprotein[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.29826908985109,r_0507,glycine-cleavage complex (lipoylprotein),"S(8)-aminomethyldihydrolipoylprotein[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + dihydrolipoylprotein[m]","Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.29826908985109,r_0508,glycine-cleavage complex (lipoylprotein),dihydrolipoylprotein[m] + NAD[m] => H+[m] + lipoylprotein[m] + NADH[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.29826908984579,r_0509,glycine-cleavage system (lipoamide),"S(8)-aminomethyldihydrolipoamide[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + dihydrolipoamide[m]","Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.43098403623277,r_0534,hexokinase (D-glucose:ATP),ATP[c] + D-glucose[c] => ADP[c] + D-glucose 6-phosphate[c] + H+[c],Amino sugar and nucleotide sugar metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Galactose metabolism;Gluconeogenesis;Glycolysis;Starch and sucrose metabolism
1.44976713683085,r_0536,histidinol dehydrogenase,H2O[c] + L-histidinol[c] + 2 NAD[c] => 3 H+[c] + L-histidine[c] + 2 NADH[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
1.44976713683085,r_0537,histidinol-phosphatase,H2O[c] + L-histidinol phosphate[c] => L-histidinol[c] + phosphate[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
1.44976713683085,r_0538,histidinol-phosphate transaminase,3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] + L-glutamate[c] => 2-oxoglutarate[c] + L-histidinol phosphate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Histidine metabolism;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Tyrosine metabolism"
1.30223271687686,r_0548,homoserine kinase,ATP[c] + L-homoserine[c] => ADP[c] + H+[c] + O-phospho-L-homoserine[c],"Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism"
1.43098403628251,r_0550,hydrogen peroxide reductase (thioredoxin),hydrogen peroxide[c] + TRX1[c] => 2 H2O[c] + TRX1 disulphide[c],
1.44976713683085,r_0563,Imidazole-glycerol-3-phosphate synthase,5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide[c] + L-glutamine[c] => AICAR[c] + D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] + H+[c] + L-glutamate[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
1.44976713683085,r_0564,imidazoleglycerol-phosphate dehydratase,D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] => 3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] + H2O[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
1.58383574763571,r_0566,indole-3-glycerol-phosphate synthase,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c] + H+[c] => 1-C-(indol-3-yl)glycerol 3-phosphate[c] + carbon dioxide[c] + H2O[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
1.58383574763571,r_0567,indole-3-pyruvate decarboxylase,H+[c] + indole-3-pyruvate[c] => carbon dioxide[c] + indol-3-ylacetaldehyde[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Gluconeogenesis;Glycolysis
1.42249561068353,r_0646,IPS phospholipase C,H2O[er] + inositol-P-ceramide A (C24)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-1 (C24)[er],Sphingolipid metabolism
1.42249561065424,r_0647,IPS phospholipase C,H2O[er] + inositol-P-ceramide A (C26)[er] => 1D-myo-inositol 1-phosphate[er] + ceramide-1 (C26)[er],Sphingolipid metabolism
1.41238519183434,r_0662,isocitrate lyase,isocitrate[c] => glyoxylate[c] + succinate[c],Biosynthesis of secondary metabolites;Carbon metabolism;Glyoxylate and dicarboxylate metabolism
1.52919286774045,r_0669,ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate),"(S)-2-acetyl-2-hydroxybutanoate[m] + H+[m] + NADPH[m] => (2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] + NADP(+)[m]","2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Valine, leucine and isoleucine biosynthesis"
1.57387160132005,r_0678,L-aminoadipate-semialdehyde dehydrogenase (NADPH),ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c] => AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Lysine biosynthesis;Pantothenate and CoA biosynthesis
1.43098403629232,r_0679,L-asparaginase,H2O[c] + L-asparagine[c] => ammonium[c] + L-aspartate[c],"Alanine, aspartate and glutamate metabolism;Biosynthesis of secondary metabolites"
1.43098403626618,r_0680,L-asparaginase,H2O[e] + L-asparagine[e] => ammonium[e] + L-aspartate[e],
1.2401022075931,r_0689,L-serine deaminase,L-serine[c] => ammonium[c] + pyruvate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;Valine, leucine and isoleucine biosynthesis"
1.38177636541022,r_0717,malate synthase,acetyl-CoA[p] + glyoxylate[p] + H2O[p] => (S)-malate[p] + coenzyme A[p] + H+[p],Biosynthesis of secondary metabolites;Carbon metabolism;Glyoxylate and dicarboxylate metabolism;Pyruvate metabolism
1.29929263491866,r_0718,malic enzyme (NAD),(S)-malate[m] + NAD[m] => carbon dioxide[m] + NADH[m] + pyruvate[m],Carbon metabolism;Pyruvate metabolism
1.8798474096145,r_0726,methionine adenosyltransferase,ATP[c] + H2O[c] + L-methionine[c] => diphosphate[c] + phosphate[c] + S-adenosyl-L-methionine[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism
1.8798474096145,r_0727,methionine synthase,5-methyltetrahydrofolate[c] + L-homocysteine[c] => H+[c] + L-methionine[c] + THF[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Selenocompound metabolism
1.43098403626917,r_0731,methylenetetrahydrofolate dehydrogenase (NAD),"5,10-methylenetetrahydrofolate[c] + NAD[c] => 5,10-methenyl-THF[c] + NADH[c]",One carbon pool by folate
1.42234395027353,r_0757,myo-inositol 1-phosphatase,1D-myo-inositol 1-phosphate[c] + H2O[c] => myo-inositol[c] + phosphate[c],Inositol phosphate metabolism;Phosphatidylinositol signaling system
1.3013659266603,r_0759,N-acetyl-g-glutamyl-phosphate reductase,H+[m] + N-acetyl-L-gamma-glutamyl phosphate[m] + NADPH[m] => 2-acetamido-5-oxopentanoate[m] + NADP(+)[m] + phosphate[m],2-Oxocarboxylic acid metabolism;Arginine biosynthesis;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
3.34819018827641,r_0771,NADH kinase,ATP[c] + NADH[c] => ADP[c] + H+[c] + NADPH[c],Nicotinate and nicotinamide metabolism
1.430984036275,r_0788,nucleoside diphosphatase,ADP[c] + H2O[c] => AMP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
1.43098403626878,r_0789,nucleoside diphosphatase,GDP[c] + H2O[c] => GMP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
1.43098403628531,r_0790,nucleoside diphosphatase,H2O[c] + UDP[c] => H+[c] + phosphate[c] + UMP[c],Purine metabolism;Pyrimidine metabolism
1.43098403627825,r_0792,nucleoside diphosphatase,CDP[c] + H2O[c] => CMP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
1.42899705784319,r_0795,nucleoside diphosphate kinase,ATP[c] + CDP[c] => ADP[c] + CTP[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism;Pyrimidine metabolism
1.35019174609765,r_0803,nucleoside diphosphate kinase,ATP[c] + dUDP[c] <=> ADP[c] + dUTP[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism;Pyrimidine metabolism
1.89840229890483,r_0804,nucleoside triphosphatase,GTP[c] + H2O[c] => GDP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
1.43098403628693,r_0805,nucleoside triphosphatase,H2O[c] + UTP[c] => H+[c] + phosphate[c] + UDP[c],Purine metabolism;Pyrimidine metabolism
1.4309840362692,r_0806,nucleoside triphosphatase,CTP[c] + H2O[c] => CDP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
1.43098403629879,r_0807,nucleoside triphosphatase,H2O[c] + ITP[c] => H+[c] + IDP[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
1.32798309176329,r_0813,O-acetylhomoserine (thiol)-lyase,hydrogen sulfide[c] + O-acetyl-L-homoserine[c] => acetate[c] + H+[c] + L-homocysteine[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Cysteine and methionine metabolism;Sulfur metabolism
1.34022920492961,r_0816,ornithine carbamoyltransferase,carbamoyl phosphate[c] + ornithine[c] => H+[c] + L-citrulline[c] + phosphate[c],Arginine biosynthesis;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
1.51259677312499,r_0817,ornithine decarboxylase,H+[c] + ornithine[c] => carbon dioxide[c] + putrescine[c],Arginine and proline metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Glutathione metabolism
1.3013659266603,r_0818,ornithine transacetylase,L-glutamate[m] + N(2)-acetyl-L-ornithine[m] => N-acetyl-L-glutamate[m] + ornithine[m],2-Oxocarboxylic acid metabolism;Arginine biosynthesis;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
1.30136592666113,r_0819,ornithine transaminase,2-oxoglutarate[c] + ornithine[c] => L-glutamate[c] + L-glutamic 5-semialdehyde[c],Arginine and proline metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
1.60128041032728,r_0820,orotate phosphoribosyltransferase,diphosphate[c] + orotidine 5'-(dihydrogen phosphate)[c] <=> orotate[c] + PRPP[c],Pyrimidine metabolism
1.60128041032772,r_0821,orotidine-5'-phosphate decarboxylase,H+[c] + orotidine 5'-(dihydrogen phosphate)[c] => carbon dioxide[c] + UMP[c],Pyrimidine metabolism
1.20658880637421,r_0831,oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase),coenzyme A[m] + S(8)-succinyldihydrolipoamide[m] => dihydrolipoamide[m] + succinyl-CoA[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;Lysine degradation;Propanoate metabolism;Pyruvate metabolism;Tryptophan metabolism;Valine, leucine and isoleucine degradation"
1.20658880637421,r_0832,oxoglutarate dehydrogenase (lipoamide),2-oxoglutarate[m] + H+[m] + lipoamide[m] => carbon dioxide[m] + S(8)-succinyldihydrolipoamide[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;Lysine degradation;Propanoate metabolism;Pyruvate metabolism;Tryptophan metabolism;Valine, leucine and isoleucine degradation"
1.64165366130557,r_0842,pantothenate kinase,(R)-pantothenate[c] + ATP[c] => (R)-4'-phosphopantothenic acid[c] + ADP[c] + H+[c],Pantothenate and CoA biosynthesis
1.4993916372379,r_0843,pantothenate synthase,(R)-pantoate[c] + ATP[c] + beta-alanine[c] => (R)-pantothenate[c] + AMP[c] + diphosphate[c] + H+[c],Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;beta-Alanine metabolism
1.79302067994738,r_0844,peroxisomal acyl-CoA thioesterase,decanoyl-CoA[p] + H2O[p] => coenzyme A[p] + decanoate[p] + H+[p],Biosynthesis of secondary metabolites;Biosynthesis of unsaturated fatty acids;Fatty acid elongation
1.37288300405914,r_0855,phopshoribosylaminoimidazole synthetase,5'-phosphoribosyl-N-formylglycineamidine[c] + ATP[c] => 5'-phosphoribosyl-5-aminoimidazole[c] + ADP[c] + 2 H+[c] + phosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism
1.74151873030851,r_0883,phosphoadenylyl-sulfate reductase (thioredoxin),"3'-phospho-5'-adenylyl sulfate[c] + TRX1[c] => adenosine 3',5'-bismonophosphate[c] + 2 H+[c] + sulphite[c] + TRX1 disulphide[c]",Sulfur metabolism
1.43098403627951,r_0884,phosphoenolpyruvate carboxykinase,ATP[c] + oxaloacetate[c] => ADP[c] + carbon dioxide[c] + phosphoenolpyruvate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycolysis;Pyruvate metabolism
1.22305374095129,r_0886,phosphofructokinase,"ATP[c] + D-fructose 6-phosphate[c] => ADP[c] + D-fructose 1,6-bisphosphate[c] + H+[c]",Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Galactose metabolism;Gluconeogenesis;Glycolysis;Pentose phosphate pathway;RNA degradation
1.22305374095472,r_0887,phosphofructokinase (s7p),"ATP[c] + sedoheptulose 7-phosphate[c] => ADP[c] + H+[c] + sedoheptulose 1,7-bisphosphate[c]",Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Galactose metabolism;Gluconeogenesis;Glycolysis;Pentose phosphate pathway;RNA degradation
1.33856948222513,r_0892,phosphoglycerate kinase,"1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phosphonato-D-glycerate(3-)[c] + ATP[c]",Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Gluconeogenesis;Glycolysis
1.64165366130557,r_0905,phosphopantothenate-cysteine ligase,(R)-4'-phosphopantothenic acid[c] + CTP[c] + L-cysteine[c] => CMP[c] + diphosphate[c] + H+[c],Pantothenate and CoA biosynthesis
1.37288300405914,r_0908,phosphoribosyl amino imidazolesuccinocarbozamide synthetase,ATP[c] + L-aspartate[c] + phosphoribosyl-carboxy-aminoimidazole[c] => 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole[c] + ADP[c] + H+[c] + phosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism
1.44976713683085,r_0909,phosphoribosyl-AMP cyclohydrolase,1-(5-phosphoribosyl)-5'-AMP[c] + H2O[c] => 1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
1.44976713683085,r_0910,phosphoribosyl-ATP pyrophosphatase,5-phosphoribosyl-ATP[c] + H2O[c] => 1-(5-phosphoribosyl)-5'-AMP[c] + diphosphate[c] + H+[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
1.37288300405914,r_0911,phosphoribosylaminoimidazole-carboxylase,5'-phosphoribosyl-5-aminoimidazole[c] + ATP[c] + carbon dioxide[c] + H2O[c] => ADP[c] + H+[c] + phosphate[c] + phosphoribosyl-carboxy-aminoimidazole[c],Biosynthesis of secondary metabolites;Purine metabolism
1.44976713661749,r_0912,phosphoribosylaminoimidazolecarboxamide formyltransferase,10-formyl-THF[c] + AICAR[c] <=> phosphoribosyl-formamido-carboxamide[c] + THF[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;One carbon pool by folate;Purine metabolism
1.58383574763571,r_0913,phosphoribosylanthranilate isomerase,N-(5-phospho-beta-D-ribosyl)anthranilate[c] => 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
1.37288300405914,r_0914,phosphoribosylglycinamidine synthetase,5-phosphoribosylamine[c] + ATP[c] + L-glycine[c] => 5-phospho-ribosyl-glycineamide[c] + ADP[c] + H+[c] + phosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism
1.37288300405914,r_0915,phosphoribosylpyrophosphate amidotransferase,H2O[c] + L-glutamine[c] + PRPP[c] => 5-phosphoribosylamine[c] + diphosphate[c] + L-glutamate[c],"Alanine, aspartate and glutamate metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism"
1.52616450771154,r_0938,prephenate dehydratase,H+[c] + prephenate[c] => carbon dioxide[c] + H2O[c] + keto-phenylpyruvate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
1.50167493380871,r_0939,prephenate dehydrogenase (NADP),NADP(+)[c] + prephenate[c] => 3-(4-hydroxyphenyl)pyruvate[c] + carbon dioxide[c] + NADPH[c],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
1.43098403629001,r_0956,pyridoxine oxidase,oxygen[c] + pyridoxine[c] => hydrogen peroxide[c] + pyridoxal[c],Vitamin B6 metabolism
1.51259677313315,r_0957,pyrroline-5-carboxylate reductase,1-pyrroline-5-carboxylate[c] + 2 H+[c] + NADPH[c] => L-proline[c] + NADP(+)[c],Arginine and proline metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
1.20246392728281,r_0961,pyruvate dehydrogenase,coenzyme A[m] + NAD[m] + pyruvate[m] => acetyl-CoA[m] + carbon dioxide[m] + NADH[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Pyruvate metabolism;Valine, leucine and isoleucine degradation"
1.22513693192291,r_0962,pyruvate kinase,ADP[c] + H+[c] + phosphoenolpyruvate[c] => ATP[c] + pyruvate[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Gluconeogenesis;Glycolysis;Purine metabolism;Pyruvate metabolism
1.43098403629887,r_0964,reduced glutathione via ABC system,ATP[c] + glutathione[c] + H2O[c] => ADP[c] + glutathione[v] + H+[c] + phosphate[c],
1.58822606393164,r_0976,ribonucleotide reductase,CDP[c] + TRX1[c] => dCDP[c] + H2O[c] + TRX1 disulphide[c],Glutathione metabolism;Purine metabolism;Pyrimidine metabolism
1.39534693663784,r_0982,ribose-5-phosphate isomerase,D-ribulose 5-phosphate[c] <=> ribose-5-phosphate[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Pentose phosphate pathway
1.57387160132005,r_0988,"saccharopine dehydrogenase (NAD, L-lysine forming)",H2O[c] + L-saccharopine[c] + NAD[c] => 2-oxoglutarate[c] + H+[c] + L-lysine[c] + NADH[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Lysine biosynthesis;Lysine degradation
1.3155148752235,r_0989,"saccharopine dehydrogenase (NADP, L-glutamate forming)",H+[c] + L-allysine[c] + L-glutamate[c] + NADPH[c] => H2O[c] + L-saccharopine[c] + NADP(+)[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Lysine biosynthesis;Lysine degradation
1.58292231434513,r_0992,serine O-acetyltransferase,acetyl-CoA[c] + L-serine[c] => coenzyme A[c] + O-acetyl-L-serine[c],
1.51141013826341,r_0996,shikimate dehydrogenase,3-dehydroshikimate[c] + H+[c] + NADPH[c] => NADP(+)[c] + shikimate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
